"","Symbol","Date","Prev.Close","Open.Price","High.Price","Low.Price","Close.Price","Average.Price","Total.Traded.Quantity","MA30","MA50","MA100","MA200"
"3221","AXISBANK","28-Jun-12",1000.95,981,991,968,978.6,977.5,5658988,1005.185,1022.569,1100.581,1054.7405
"3222","AXISBANK","29-Jun-12",978.6,994.7,1018.1,987.1,1015.75,1005.39,3319308,1007.396667,1019.341,1099.6025,1054.24075
"3223","AXISBANK","2-Jul-12",1015.75,1021.25,1038.75,1015.75,1029.3,1027.35,2051283,1009.598333,1017.238,1098.6235,1053.7205
"3224","AXISBANK","3-Jul-12",1029.3,1032.95,1050,1032.95,1044.05,1044.55,1739912,1012.215,1015.841,1097.719,1053.33075
"3225","AXISBANK","4-Jul-12",1044.05,1051.5,1051.8,1035.2,1041.4,1041.98,1643472,1014.813333,1014.774,1096.9525,1053.0145
"3226","AXISBANK","5-Jul-12",1041.4,1040,1049.5,1031.5,1044,1038.95,3240151,1016.353333,1013.921,1096.229,1052.515
"3227","AXISBANK","6-Jul-12",1044,1047.7,1047.7,1028,1037.5,1037.67,1478612,1017.59,1012.591,1095.3075,1051.9195
"3228","AXISBANK","9-Jul-12",1037.5,1028.8,1042.5,1025,1035.85,1036.28,2150384,1017.805,1010.884,1093.456,1051.53675
"3229","AXISBANK","9-Jul-12",1037.5,1028.8,1042.5,1025,1035.85,1036.28,2150384,1018.2,1009.462,1091.5715,1051.28175
"3230","AXISBANK","10-Jul-12",1035.85,1037,1079,1036.3,1075.3,1060.66,3119268,1020.683333,1008.903,1089.5425,1051.37825
"3231","AXISBANK","11-Jul-12",1075.3,1068.1,1081.4,1062.6,1066.7,1071.01,1902935,1023.875,1009.071,1087.3335,1051.27175
"3232","AXISBANK","12-Jul-12",1066.7,1059.9,1059.9,1043,1047.8,1050.33,2129334,1026.65,1009.832,1085.651,1051.14725
"3233","AXISBANK","13-Jul-12",1047.8,1053,1062,1030.6,1034.7,1046.73,2017368,1028.206667,1010.075,1083.821,1050.972
"3234","AXISBANK","16-Jul-12",1034.7,1031.25,1058,1031.25,1046.3,1048.04,1851626,1030.095,1011.332,1082.4495,1051.109
"3235","AXISBANK","17-Jul-12",1046.3,1059.6,1061,1012.35,1023.8,1036.46,4259233,1030.21,1012.585,1081.5425,1051.2855
"3236","AXISBANK","18-Jul-12",1023.8,1030.1,1041.6,1022.55,1038.25,1032.39,2200590,1029.581667,1013.725,1080.2195,1051.678
"3237","AXISBANK","19-Jul-12",1038.25,1050.8,1066.55,1045.2,1057.05,1055.45,1914580,1029.836667,1014.862,1079.0125,1052.20325
"3238","AXISBANK","20-Jul-12",1057.05,1056.9,1058.7,1038,1040.8,1047.33,1780269,1029.968333,1015.725,1077.8915,1052.25575
"3239","AXISBANK","23-Jul-12",1040.8,1030,1037,1023.5,1027.55,1029.81,1029847,1028.966667,1016.404,1076.5005,1052.14925
"3240","AXISBANK","24-Jul-12",1027.55,1032.55,1045,1030.1,1041.35,1039.46,1401718,1028.856667,1017.803,1075.193,1052.09225
"3241","AXISBANK","25-Jul-12",1041.35,1039.9,1040.5,1016.1,1028.7,1025.88,1191914,1029.378333,1019.351,1073.98,1051.769
"3242","AXISBANK","26-Jul-12",1028.7,1034.95,1034.95,997,1002.2,1012.02,2307826,1028.366667,1020.407,1072.527,1051.34725
"3243","AXISBANK","27-Jul-12",1002.2,1026.8,1037.6,991.7,997.15,1016.62,2463639,1028.266667,1021.085,1070.85,1050.81625
"3244","AXISBANK","30-Jul-12",997.15,1007,1047,1007,1040.35,1033.32,2174856,1029.56,1022.581,1069.1195,1050.40875
"3245","AXISBANK","31-Jul-12",1040.35,1045.25,1056.8,1022,1044.15,1039.77,2331008,1031.006667,1024.195,1067.311,1050.14175
"3246","AXISBANK","1-Aug-12",1044.15,1040.25,1050,1036,1046,1044.07,1516668,1031.691667,1025.159,1065.365,1049.708
"3247","AXISBANK","2-Aug-12",1046,1045.1,1061.1,1042,1058.5,1051.83,1447167,1033.165,1026.321,1063.2095,1049.3475
"3248","AXISBANK","3-Aug-12",1058.5,1050.15,1051.05,1032,1041.1,1040.43,1234299,1034.125,1026.555,1061.1965,1048.9145
"3249","AXISBANK","6-Aug-12",1041.1,1055,1073.05,1054.6,1063.6,1065.78,1600101,1036.153333,1027.347,1059.6705,1048.38975
"3250","AXISBANK","7-Aug-12",1063.6,1068,1095,1066,1091.3,1087.57,2425224,1039.165,1029.157,1058.594,1048.0035
"3251","AXISBANK","8-Aug-12",1091.3,1100,1109.7,1090.65,1096.7,1100.3,2363680,1043.101667,1031.672,1057.6975,1047.89825
"3252","AXISBANK","9-Aug-12",1096.7,1102,1109.8,1080.1,1087.2,1096.3,1607826,1045.483333,1034.125,1056.282,1047.7195
"3253","AXISBANK","10-Aug-12",1087.2,1088,1090.9,1040.85,1070,1067.32,2143514,1046.84,1035.765,1055.217,1047.317
"3254","AXISBANK","13-Aug-12",1070,1069,1085,1052.4,1080.85,1065.81,1532892,1048.066667,1037.589,1054.232,1046.9245
"3255","AXISBANK","14-Aug-12",1080.85,1078,1110,1075.5,1107.2,1095.61,1666365,1050.26,1039.326,1054.0525,1046.78075
"3256","AXISBANK","16-Aug-12",1107.2,1115,1122,1107.7,1113.95,1114.63,2047213,1052.591667,1040.463,1053.777,1046.72075
"3257","AXISBANK","17-Aug-12",1113.95,1115,1121.6,1102.4,1110.2,1113.3,1604160,1055.015,1041.679,1053.723,1046.6925
"3258","AXISBANK","21-Aug-12",1110.2,1114,1117.7,1097.4,1110.7,1105.13,1308503,1057.51,1043.156,1053.6095,1046.6035
"3259","AXISBANK","22-Aug-12",1110.7,1106.45,1119.85,1100.1,1108,1108.89,1065952,1059.915,1044.164,1053.2275,1046.44175
"3260","AXISBANK","23-Aug-12",1108,1114,1118.5,1089,1094.65,1103.3,1601526,1060.56,1045.164,1052.626,1046.3535
"3261","AXISBANK","24-Aug-12",1094.65,1088.1,1088.15,1065.55,1075.45,1074.86,1564006,1060.851667,1046.412,1051.6225,1046.44575
"3262","AXISBANK","27-Aug-12",1075.45,1080,1080,1035,1039.1,1050.91,2287248,1060.561667,1046.543,1050.347,1046.39375
"3263","AXISBANK","28-Aug-12",1039.1,1042,1042,1007.1,1017.25,1018.72,3011821,1059.98,1046.885,1049.06,1046.438
"3264","AXISBANK","29-Aug-12",1017.25,1019,1029,1007,1018.45,1019.31,1685812,1059.051667,1047.223,1047.709,1046.4995
"3265","AXISBANK","30-Aug-12",1018.45,1020,1027.15,1004.05,1013.25,1012.14,2645176,1058.7,1047.473,1046.2675,1046.638
"3266","AXISBANK","31-Aug-12",1013.25,1012.9,1014.95,988.55,991.8,999.75,2735770,1057.151667,1046.8,1044.2205,1046.776
"3267","AXISBANK","3-Sep-12",991.8,998.15,1008.3,974.45,977.6,988.16,2772713,1054.503333,1046.066,1042.375,1046.929
"3268","AXISBANK","4-Sep-12",977.6,981,984.9,966.85,978.3,975.88,2944049,1052.42,1045.386,1040.1895,1047.0855
"3269","AXISBANK","5-Sep-12",978.3,967,968.5,927.25,930.25,939.21,5304880,1049.176667,1043.936,1037.3755,1047.05125
"3270","AXISBANK","6-Sep-12",930.25,932,956.5,928.15,948.7,944.06,3427958,1046.088333,1042.891,1034.8995,1047.0085
"3271","AXISBANK","7-Sep-12",948.7,968.6,979.8,960.3,976.85,971.75,2937624,1044.36,1042.856,1032.7125,1047.0565
"3272","AXISBANK","8-Sep-12",976.85,978.8,982,975.45,978.8,977.88,133470,1043.58,1042.117,1030.729,1046.9935
"3273","AXISBANK","10-Sep-12",978.8,980,984,950.15,952.95,961.4,1690774,1042.106667,1040.59,1028.914,1046.87925
"3274","AXISBANK","11-Sep-12",952.95,945,960.8,941,952.85,952.84,2563207,1039.19,1038.766,1027.3035,1046.90525
"3275","AXISBANK","12-Sep-12",952.85,960,966.5,942.05,956,955.49,2002028,1036.251667,1037.058,1025.916,1046.82225
"3276","AXISBANK","13-Sep-12",956,958.9,959.9,944.55,948.05,952.38,1765254,1032.986667,1035.139,1024.53,1046.53275
"3277","AXISBANK","14-Sep-12",948.05,975,1013,971,1009.9,995.09,4716535,1031.366667,1034.587,1023.589,1046.4215
"3278","AXISBANK","17-Sep-12",1009.9,1031.45,1061,1022,1057.5,1047.37,5883806,1031.913333,1035.02,1022.952,1046.51125
"3279","AXISBANK","18-Sep-12",1057.5,1054.7,1085.45,1047.1,1073.4,1068.54,2559356,1032.24,1035.771,1022.6165,1046.86125
"3280","AXISBANK","20-Sep-12",1073.4,1049.75,1058.8,1038.65,1044.4,1049.52,1796339,1030.676667,1035.153,1022.028,1047.12375
"3281","AXISBANK","21-Sep-12",1044.4,1048.95,1129.7,1048.95,1124.65,1103.96,5542978,1031.608333,1036.312,1022.6915,1047.895
"3282","AXISBANK","24-Sep-12",1124.65,1120.25,1174.5,1120.25,1132.65,1149.43,4289343,1033.123333,1038.009,1023.9205,1048.75875
"3283","AXISBANK","25-Sep-12",1132.65,1144,1160.8,1088.05,1101.95,1107.37,5739237,1034.188333,1039.354,1024.7145,1049.47275
"3284","AXISBANK","26-Sep-12",1101.95,1097.45,1136,1085.25,1126.8,1113.77,3724780,1035.72,1040.964,1026.148,1050.36125
"3285","AXISBANK","27-Sep-12",1126.8,1134,1143.35,1120.1,1128.8,1130.95,2323129,1036.44,1043.064,1027.8245,1051.485
"3286","AXISBANK","28-Sep-12",1128.8,1142,1150.9,1130.65,1136,1140.69,1748800,1037.175,1045.019,1029.372,1052.91975
"3287","AXISBANK","1-Oct-12",1136,1136,1138.3,1121.15,1130.7,1129.19,1280154,1037.858333,1046.492,1030.677,1054.47175
"3288","AXISBANK","3-Oct-12",1130.7,1130.7,1135.85,1108.55,1113.4,1117.33,2489130,1037.948333,1047.944,1031.8345,1055.76725
"3289","AXISBANK","4-Oct-12",1113.4,1123,1151.85,1123,1140.8,1143.19,2439948,1039.041667,1050.209,1033.3065,1057.103
"3290","AXISBANK","5-Oct-12",1140.8,1155.75,1161.9,1008.5,1142.95,1135.25,2657566,1040.651667,1052.241,1035.022,1058.418
"3291","AXISBANK","8-Oct-12",1142.95,1148,1148,1121,1130.95,1129.87,2390694,1042.501667,1054.286,1036.8185,1059.71275
"3292","AXISBANK","9-Oct-12",1130.95,1146,1152,1122.1,1128.4,1133.54,1685298,1045.478333,1056.81,1038.6085,1061.1285
"3293","AXISBANK","10-Oct-12",1128.4,1119.9,1124,1102.1,1106.8,1112,1638968,1048.463333,1059.003,1040.044,1062.4995
"3294","AXISBANK","11-Oct-12",1106.8,1110,1140,1083.85,1133.7,1115.36,2441870,1052.305,1060.87,1041.7255,1064.09025
"3295","AXISBANK","12-Oct-12",1133.7,1135,1143.65,1115.2,1119.7,1128.51,1938489,1055.853333,1062.381,1043.288,1065.64825
"3296","AXISBANK","15-Oct-12",1119.7,1125,1126,1108.6,1119.1,1118.55,1834140,1060.096667,1063.843,1044.501,1067.26975
"3297","AXISBANK","16-Oct-12",1119.1,1133.5,1169.7,1133.5,1145.9,1152.53,4501129,1065.706667,1065.591,1045.956,1068.8115
"3298","AXISBANK","17-Oct-12",1145.9,1155,1159.5,1125.2,1153.95,1144.23,2644758,1071.561667,1067.848,1047.2015,1070.3405
"3299","AXISBANK","18-Oct-12",1153.95,1157.25,1209,1148.05,1202.35,1183.12,4139075,1080.631667,1070.623,1048.985,1071.999
"3300","AXISBANK","19-Oct-12",1202.35,1200,1210.8,1186,1202.25,1198.45,2690029,1089.083333,1072.842,1050.9995,1073.74275
"3301","AXISBANK","22-Oct-12",1202.25,1194,1228,1189.55,1223.75,1213.72,2275045,1097.313333,1075.383,1053.5275,1075.6005
"3302","AXISBANK","23-Oct-12",1223.75,1219,1228.9,1213.5,1222.25,1220.72,1380855,1105.428333,1078.084,1056.1045,1077.42075
"3303","AXISBANK","25-Oct-12",1222.25,1219.9,1243,1218,1238.05,1235.57,1857686,1114.931667,1081.445,1058.605,1079.13725
"3304","AXISBANK","26-Oct-12",1238.05,1228.8,1246.15,1222.4,1231.65,1234.4,1738537,1124.225,1084.461,1061.025,1080.62725
"3305","AXISBANK","29-Oct-12",1231.65,1232,1239.7,1212.75,1221.75,1226.54,1149428,1133.083333,1086.752,1063.039,1082.0335
"3306","AXISBANK","30-Oct-12",1221.75,1223,1238.9,1171.75,1184.7,1197.69,2739266,1140.971667,1088.167,1064.315,1083.2585
"3307","AXISBANK","31-Oct-12",1184.7,1184.45,1186.9,1165.55,1182.6,1177.1,1780532,1146.728333,1089.615,1065.647,1084.49525
"3308","AXISBANK","1-Nov-12",1182.6,1183,1209.75,1177,1207.15,1198.18,1354503,1151.716667,1091.544,1067.35,1085.71975
"3309","AXISBANK","2-Nov-12",1207.15,1227.7,1228,1212.5,1215.5,1220.31,1524736,1156.453333,1093.694,1068.929,1087.131
"3310","AXISBANK","5-Nov-12",1215.5,1214.4,1218.75,1200.5,1214.25,1210.91,940076,1162.115,1096.086,1070.625,1088.427
"3311","AXISBANK","6-Nov-12",1214.25,1212,1224.45,1205.35,1220.15,1216.43,1118632,1165.298333,1098.98,1072.696,1089.4825
"3312","AXISBANK","7-Nov-12",1220.15,1215,1243.7,1215,1232.05,1233.79,1846176,1168.611667,1102.839,1074.691,1090.658
"3313","AXISBANK","8-Nov-12",1232.05,1216,1229.9,1211.45,1222.5,1221.02,1257461,1172.63,1106.944,1076.9145,1091.6075
"3314","AXISBANK","9-Nov-12",1222.5,1222.5,1232.95,1207.8,1215.1,1219.41,981211,1175.573333,1110.877,1079.05,1092.36475
"3315","AXISBANK","12-Nov-12",1215.1,1219,1234.9,1215.1,1226.45,1225.36,971454,1178.828333,1115.141,1081.307,1093.13175
"3316","AXISBANK","13-Nov-12",1226.45,1228,1231.7,1216.05,1222.6,1225.05,263301,1181.715,1119.757,1083.2785,1094.1275
"3317","AXISBANK","15-Nov-12",1222.6,1214,1240,1211,1232.25,1223.65,1973882,1185.1,1124.85,1085.458,1094.9135
"3318","AXISBANK","16-Nov-12",1232.25,1239.2,1243.65,1221.9,1226.25,1229.63,1981883,1188.861667,1129.809,1087.5975,1095.60425
"3319","AXISBANK","19-Nov-12",1226.25,1226.5,1230,1202.8,1214.3,1213.44,1287162,1191.311667,1135.49,1089.713,1096.29625
"3320","AXISBANK","20-Nov-12",1214.3,1224.6,1232.65,1213.7,1218.95,1220.2,2456772,1193.845,1140.895,1091.893,1096.89425
"3321","AXISBANK","21-Nov-12",1218.95,1220,1240.8,1218.45,1236.35,1230.96,1140440,1197.358333,1146.085,1094.4705,1097.52575
"3322","AXISBANK","22-Nov-12",1236.35,1243,1269,1242.45,1257.05,1260.08,1652923,1201.646667,1151.65,1096.8835,1098.243
"3323","AXISBANK","23-Nov-12",1257.05,1262.9,1262.9,1245,1256.75,1252.18,976085,1206.645,1157.726,1099.158,1098.89075
"3324","AXISBANK","26-Nov-12",1256.75,1262,1271.65,1247.1,1265.8,1260.85,1352128,1211.048333,1163.985,1101.3755,1099.54725
"3325","AXISBANK","27-Nov-12",1265.8,1272,1294,1268.45,1290.05,1284.72,1637883,1216.726667,1170.666,1103.862,1100.40725
"3326","AXISBANK","29-Nov-12",1290.05,1291.1,1314,1290,1310.2,1302.63,2647233,1223.096667,1177.909,1106.524,1101.3765
"3327","AXISBANK","30-Nov-12",1310.2,1314,1324.6,1300.15,1319.9,1312.84,1793912,1228.896667,1184.109,1109.348,1102.32775
"3328","AXISBANK","3-Dec-12",1319.9,1314,1324.9,1304.5,1321.6,1315.81,1363466,1234.485,1189.391,1112.2055,1102.83075
"3329","AXISBANK","4-Dec-12",1321.6,1321.6,1328.4,1309.25,1322.1,1320.38,926857,1238.476667,1194.365,1115.068,1103.31975
"3330","AXISBANK","5-Dec-12",1322.1,1325.2,1340,1325.2,1334.7,1334.19,1248038,1242.891667,1200.171,1117.662,1103.60225
"3331","AXISBANK","6-Dec-12",1334.7,1342.5,1379,1331,1364.1,1345.58,1480568,1247.57,1204.96,1120.636,1103.98475
"3332","AXISBANK","7-Dec-12",1364.1,1368,1370,1321.2,1328.75,1339.97,2048738,1251.12,1208.882,1123.4455,1104.54825
"3333","AXISBANK","10-Dec-12",1328.75,1325.1,1335.8,1315.25,1322.85,1323.88,1626730,1253.946667,1213.3,1126.327,1105.074
"3334","AXISBANK","11-Dec-12",1322.85,1328.1,1339.9,1310.1,1325.4,1324.96,1604285,1257.071667,1217.272,1129.118,1105.78375
"3335","AXISBANK","12-Dec-12",1325.4,1329.95,1330.4,1312.05,1326.35,1320.69,1361449,1260.558333,1221.223,1132.1435,1106.843
"3336","AXISBANK","13-Dec-12",1326.35,1328,1346.5,1315.1,1325.35,1329.53,1735029,1265.246667,1225.01,1135.0145,1107.617
"3337","AXISBANK","14-Dec-12",1325.35,1328,1356.9,1324.45,1352.7,1340.73,1165843,1270.916667,1229.45,1137.971,1108.49175
"3338","AXISBANK","17-Dec-12",1352.7,1351,1365.95,1345.05,1359.05,1358.49,1667118,1275.98,1234.363,1141.1535,1109.5225
"3339","AXISBANK","18-Dec-12",1359.05,1358.1,1363.3,1320.2,1353.95,1346.8,1771672,1280.595,1238.626,1144.4175,1110.459
"3340","AXISBANK","19-Dec-12",1353.95,1360,1362.4,1328.25,1334.9,1342.92,1684486,1284.616667,1242.465,1147.353,1111.273
"3341","AXISBANK","20-Dec-12",1334.9,1338,1339.95,1307.1,1318.6,1319.78,1460182,1287.898333,1246.218,1150.252,1112.116
"3342","AXISBANK","21-Dec-12",1318.6,1310,1341.6,1307,1321.25,1327.98,1682499,1290.871667,1250.075,1153.4425,1112.98475
"3343","AXISBANK","24-Dec-12",1321.25,1322.05,1345,1322.05,1342.65,1335.83,910504,1294.876667,1254.792,1156.8975,1113.87375
"3344","AXISBANK","26-Dec-12",1342.65,1344.95,1359.4,1341.7,1351.95,1351.86,1003503,1299.438333,1259.157,1160.0135,1114.5665
"3345","AXISBANK","27-Dec-12",1351.95,1354,1374.85,1352.95,1364.3,1366,1893523,1304.033333,1264.049,1163.215,1115.263
"3346","AXISBANK","28-Dec-12",1364.3,1364,1364.95,1348.1,1359.55,1358.68,1218502,1308.598333,1268.858,1166.3505,1115.85775
"3347","AXISBANK","31-Dec-12",1359.55,1353,1369.5,1352.75,1356.55,1361.21,658124,1312.741667,1273.071,1169.331,1116.27025
"3348","AXISBANK","1-Jan-13",1356.55,1369.7,1371.5,1360.5,1362.7,1365.4,668722,1317.29,1277.246,1172.547,1116.87175
"3349","AXISBANK","2-Jan-13",1362.7,1371.15,1394.4,1366.65,1386.85,1385.25,1433645,1323.041667,1280.936,1175.7795,1117.725
"3350","AXISBANK","3-Jan-13",1386.85,1394,1396.5,1383.25,1389.95,1390.26,950039,1328.741667,1284.69,1178.766,1118.68
"3351","AXISBANK","4-Jan-13",1389.95,1382.45,1386.95,1370,1378.95,1378.26,1252580,1333.495,1287.794,1181.5885,1119.643
"3352","AXISBANK","7-Jan-13",1378.95,1385,1387.7,1365.5,1372.85,1374.9,1143170,1337.355,1290.806,1184.445,1120.3635
"3353","AXISBANK","8-Jan-13",1372.85,1368.8,1369,1343.05,1360.3,1356.34,1218122,1340.806667,1293.251,1187.348,1121.2825
"3354","AXISBANK","9-Jan-13",1360.3,1352.25,1361.95,1344.1,1349.65,1350.11,1577025,1343.601667,1295.611,1190.036,1122.134
"3355","AXISBANK","10-Jan-13",1349.65,1359,1376.8,1345.5,1368,1358.06,1371873,1346.2,1298.536,1192.644,1123.34825
"3356","AXISBANK","11-Jan-13",1368,1372.1,1374.05,1356.25,1364.1,1364.14,1314243,1347.996667,1302.124,1195.1455,1124.46125
"3357","AXISBANK","14-Jan-13",1364.1,1367.1,1390.9,1361.55,1386.1,1381.01,1314382,1350.203333,1306.194,1197.9045,1125.81375
"3358","AXISBANK","15-Jan-13",1386.1,1394,1431,1390,1424.3,1410.71,3397412,1353.626667,1310.537,1201.0405,1127.325
"3359","AXISBANK","16-Jan-13",1424.3,1430,1430,1403.15,1409.45,1410.67,2365757,1356.538333,1314.416,1204.055,1128.64125
"3360","AXISBANK","17-Jan-13",1409.45,1411.25,1419,1394.1,1406.4,1410.36,1440138,1358.928333,1318.259,1207.1725,1129.89925
"3361","AXISBANK","18-Jan-13",1406.4,1410,1415.5,1380.2,1388.05,1390.4,1403580,1359.726667,1321.617,1210.2985,1130.9605
"3362","AXISBANK","21-Jan-13",1388.05,1385.15,1391.7,1370.75,1385.45,1382.82,732873,1361.616667,1324.685,1213.762,1132.0545
"3363","AXISBANK","22-Jan-13",1385.45,1385,1405.8,1380.4,1393.4,1397.25,1038115,1363.968333,1328.103,1217.5235,1133.29175
"3364","AXISBANK","23-Jan-13",1393.4,1402,1407,1380.45,1398.4,1390.53,1281771,1366.401667,1331.769,1221.323,1134.516
"3365","AXISBANK","24-Jan-13",1398.4,1401.2,1409,1386.55,1396.3,1399.39,1968170,1368.733333,1335.166,1225.1535,1135.7105
"3366","AXISBANK","25-Jan-13",1396.3,1393,1401.8,1379.9,1386.25,1389.66,1656661,1370.763333,1338.439,1229.098,1136.65925
"3367","AXISBANK","28-Jan-13",1386.25,1381,1433.9,1375.85,1412.95,1411.9,3721613,1372.771667,1342.053,1233.4515,1137.91325
"3368","AXISBANK","29-Jan-13",1412.95,1416.3,1503.55,1416,1475.45,1473.07,9092773,1376.651667,1347.037,1238.423,1139.30625
"3369","AXISBANK","30-Jan-13",1475.45,1477.5,1516.05,1476.8,1501.25,1500.53,4970410,1381.561667,1352.776,1244.133,1140.75425
"3370","AXISBANK","31-Jan-13",1501.25,1494.9,1510,1489.95,1505.15,1500.5,2620571,1387.236667,1358.5,1249.6975,1142.2985
"3371","AXISBANK","1-Feb-13",1505.15,1501.1,1515,1486.6,1509.65,1498.76,1480881,1393.605,1363.966,1255.0255,1143.869
"3372","AXISBANK","4-Feb-13",1509.65,1508,1515,1475,1477.7,1490.23,1168344,1398.82,1368.379,1260.0145,1145.37175
"3373","AXISBANK","5-Feb-13",1477.7,1470.3,1488.5,1453.1,1459.15,1466.01,1744435,1402.703333,1372.427,1265.0765,1146.99525
"3374","AXISBANK","6-Feb-13",1459.15,1467.85,1470,1456.15,1460.1,1460.21,1319530,1406.308333,1376.313,1270.149,1148.72625
"3375","AXISBANK","7-Feb-13",1460.1,1457.1,1482,1456,1460.55,1464.21,1738190,1409.516667,1379.723,1275.1945,1150.55525
"3376","AXISBANK","8-Feb-13",1460.55,1459,1470.85,1445.55,1450.8,1456.27,2222388,1412.558333,1382.535,1280.222,1152.376
"3377","AXISBANK","11-Feb-13",1450.8,1453.25,1499,1453.25,1494.1,1489.33,5329501,1417.143333,1386.019,1285.064,1154.3265
"3378","AXISBANK","12-Feb-13",1494.1,1496,1504.4,1472,1482.95,1488.31,2172257,1421.151667,1389.246,1289.3185,1156.13525
"3379","AXISBANK","13-Feb-13",1482.95,1485.1,1492.65,1472.95,1477.55,1479.72,888424,1424.175,1392.355,1293.36,1157.98825
"3380","AXISBANK","14-Feb-13",1477.55,1481.25,1484.25,1425,1432.3,1445.2,2708579,1425.586667,1394.307,1297.239,1159.6335
"3381","AXISBANK","15-Feb-13",1432.3,1432,1454.85,1420.1,1449.3,1436.9,1707642,1427.931667,1396.011,1300.4855,1161.5885
"3382","AXISBANK","18-Feb-13",1449.3,1449,1449,1425,1432.05,1432.54,1085936,1429.905,1398.077,1303.4795,1163.7
"3383","AXISBANK","19-Feb-13",1432.05,1435.05,1445.75,1425,1439.4,1434.9,736093,1432.541667,1400.408,1306.854,1165.78425
"3384","AXISBANK","20-Feb-13",1439.4,1446.9,1454.7,1435.55,1439.4,1443.44,668691,1435.533333,1402.688,1309.98,1168.064
"3385","AXISBANK","21-Feb-13",1439.4,1422.1,1434.6,1399,1404.8,1412.39,1760890,1436.76,1404.257,1312.74,1170.28225
"3386","AXISBANK","22-Feb-13",1404.8,1405.2,1422,1404.1,1411.9,1412.12,1099389,1438.353333,1405.988,1315.499,1172.4355
"3387","AXISBANK","25-Feb-13",1411.9,1407.35,1416.4,1392.7,1401.15,1404.89,1209276,1438.855,1406.957,1318.2035,1174.44025
"3388","AXISBANK","26-Feb-13",1401.15,1401,1401,1360.5,1367.75,1378.87,1066738,1436.97,1407.131,1320.747,1176.29075
"3389","AXISBANK","27-Feb-13",1367.75,1368.6,1410,1368.6,1400,1391.83,1593619,1436.655,1408.052,1323.339,1178.32275
"3390","AXISBANK","28-Feb-13",1400,1410.75,1417,1333.95,1344.15,1364.56,2680376,1434.58,1408.237,1325.351,1180.1865
"3391","AXISBANK","1-Mar-13",1344.15,1345,1378,1318.85,1363.7,1346.34,2718726,1433.768333,1409.139,1327.6785,1182.2485
"3392","AXISBANK","4-Mar-13",1363.7,1358.45,1383.35,1347.05,1368.9,1358.11,1465609,1433.216667,1410.092,1330.0835,1184.346
"3393","AXISBANK","5-Mar-13",1368.9,1375,1408.75,1374.7,1403.2,1390.55,1559831,1433.543333,1411.303,1333.0475,1186.54575
"3394","AXISBANK","6-Mar-13",1403.2,1410.5,1414.95,1390,1402.15,1401.23,1612611,1433.668333,1412.307,1335.732,1188.72875
"3395","AXISBANK","7-Mar-13",1402.15,1390.05,1406.7,1383.5,1403.3,1392.93,1094407,1433.901667,1413.087,1338.568,1190.928
"3396","AXISBANK","8-Mar-13",1403.3,1410,1418,1402.4,1407,1408.12,1180690,1434.593333,1414.036,1341.447,1192.974
"3397","AXISBANK","11-Mar-13",1407,1411,1427.7,1391.75,1401.2,1413.62,1748010,1434.201667,1414.929,1344,1194.978
"3398","AXISBANK","12-Mar-13",1401.2,1399,1401.9,1378,1384.75,1389.58,1019709,1431.178333,1415.37,1346.308,1196.75475
"3399","AXISBANK","13-Mar-13",1384.75,1375,1378,1336.05,1346.7,1354.05,1617577,1426.026667,1414.567,1347.7515,1198.36825
"3400","AXISBANK","14-Mar-13",1346.7,1343,1365,1299,1352.8,1337.83,3616843,1420.948333,1413.824,1349.257,1200.12825
"3401","AXISBANK","15-Mar-13",1352.8,1346.2,1364,1317,1339.85,1340.37,3300282,1415.288333,1413.042,1350.418,1201.97275
"3402","AXISBANK","18-Mar-13",1339.85,1313,1336.4,1299,1325.1,1320.13,2334020,1410.201667,1412.087,1351.4465,1203.7755
"3403","AXISBANK","19-Mar-13",1325.1,1326,1336.65,1281.4,1321.5,1312.47,2295319,1405.613333,1411.311,1352.281,1205.443
"3404","AXISBANK","20-Mar-13",1321.5,1312,1321,1290.95,1299.25,1306.99,1528633,1400.251667,1410.303,1352.957,1206.991
"3405","AXISBANK","21-Mar-13",1299.25,1301.25,1339,1282,1311.7,1313.26,1725824,1395.29,1409.177,1353.8565,1208.44775
"3406","AXISBANK","22-Mar-13",1311.7,1313,1327.4,1292.5,1300.05,1307.68,1335988,1390.265,1407.896,1355.01,1209.6625
"3407","AXISBANK","25-Mar-13",1300.05,1318,1334.45,1300.05,1309.35,1319.4,1456068,1384.106667,1406.361,1356.2775,1210.96225
"3408","AXISBANK","26-Mar-13",1309.35,1304.9,1305,1287.1,1294.2,1294.39,1330234,1377.815,1403.759,1357.148,1212.249
"3409","AXISBANK","28-Mar-13",1294.2,1298,1311.2,1277.05,1300.7,1292.27,1365512,1371.92,1401.584,1358,1213.4645
"3410","AXISBANK","1-Apr-13",1300.7,1301.25,1318.5,1296,1314.9,1310.54,981343,1368.006667,1399.754,1359.0065,1214.81575
"3411","AXISBANK","2-Apr-13",1314.9,1319.9,1320,1293.1,1301.35,1303.22,1146904,1363.075,1398.02,1359.8185,1216.25725
"3412","AXISBANK","3-Apr-13",1301.35,1301.9,1316,1271.2,1278.15,1295.67,1692725,1357.945,1395.874,1360.2795,1217.48525
"3413","AXISBANK","4-Apr-13",1278.15,1266,1270,1240.1,1243.85,1250.16,1283541,1351.426667,1392.883,1360.493,1218.70375
