"","Symbol","Date","Prev.Close","Open.Price","High.Price","Low.Price","Close.Price","Average.Price","Total.Traded.Quantity","MA30","MA50","MA100","MA200"
"2536","AXISBANK","9-Oct-09",1009.85,1020,1028,982.5,996.45,1004.3,2947124,930.0683333,907.021,847.531,653.45275
"2537","AXISBANK","12-Oct-09",996.45,1003.7,1022.4,996.7,1013.45,1010.85,2524307,932.7433333,908.938,850.38,656.089
"2538","AXISBANK","14-Oct-09",1013.45,1030,1042,1002.5,1032.4,1029.55,2295984,936.3983333,911.174,853.342,658.747
"2539","AXISBANK","15-Oct-09",1032.4,1041.6,1041.6,998,1006,1009.93,2099956,939.3033333,912.951,855.7735,661.289
"2540","AXISBANK","16-Oct-09",1006,1012,1020.9,995,1006.5,1006.54,2846080,942.6766667,914.646,858.0985,663.6355
"2541","AXISBANK","17-Oct-09",1006.5,1016,1019.8,1005.1,1011.15,1013.33,263363,946.625,916.975,860.7625,665.96125
"2542","AXISBANK","20-Oct-09",1011.15,1020,1026.65,987.7,994.3,1005.68,1814083,950.1283333,919.824,862.728,668.24525
"2543","AXISBANK","21-Oct-09",994.3,988,999,972.85,977.05,982.1,1748723,953.0766667,922.453,864.678,670.633
"2544","AXISBANK","22-Oct-09",977.05,973,986.9,960,966.15,972.8,1319687,955.04,925.483,866.55,673.01
"2545","AXISBANK","23-Oct-09",966.15,1000,1000,972.45,994.05,990.81,1660805,957.0883333,928.498,869.073,675.56625
"2546","AXISBANK","26-Oct-09",994.05,998,998,963.85,967.9,979.37,892198,959.1766667,930.458,871.553,677.931
"2547","AXISBANK","27-Oct-09",967.9,955,987.3,925,952.3,951.8,3606870,960.4083333,932.096,873.906,680.14125
"2548","AXISBANK","28-Oct-09",952.3,948.35,965,924,928.1,943.17,3041770,961.035,933.111,875.8385,682.25825
"2549","AXISBANK","29-Oct-09",928.1,925,934.9,899.95,907.65,911.94,3527058,961.1933333,933.862,877.53,684.21225
"2550","AXISBANK","30-Oct-09",907.65,925,956.8,901,907.4,929.65,2180396,961.585,935.449,879.622,686.03975
"2551","AXISBANK","3-Nov-09",907.4,907,919.95,887.6,894,903.61,2328666,961.0633333,936.707,881.3015,687.70925
"2552","AXISBANK","4-Nov-09",894,901.2,928,895.1,924.1,910.67,1892153,961.6116667,938.771,883.0175,689.481
"2553","AXISBANK","5-Nov-09",924.1,925,934.9,890.25,916.1,908.35,2208008,961.7533333,940.186,884.9125,691.451
"2554","AXISBANK","6-Nov-09",916.1,921,948.7,921,937.9,937.12,1886150,962.555,941.295,887.254,693.7075
"2555","AXISBANK","9-Nov-09",937.9,915.5,1005,915.5,998,979.55,3972105,965.49,943.061,890.05,696.439
"2556","AXISBANK","10-Nov-09",998,1024,1028,988.8,996.4,1004.97,2410118,968.0366667,944.659,892.4175,699.2195
"2557","AXISBANK","11-Nov-09",996.4,992.4,1010,985,1005.2,1002.78,1613098,970.885,946.099,895.2535,701.9985
"2558","AXISBANK","12-Nov-09",1005.2,1007,1008.95,972,980.1,987.38,2818891,973.0616667,947.246,897.7245,704.72875
"2559","AXISBANK","13-Nov-09",980.1,979.2,1002,970.55,996.1,989.97,2445241,975.3883333,948.791,900.124,707.4915
"2560","AXISBANK","16-Nov-09",996.1,1001,1011.9,995.5,1001.25,1004.09,1766271,975.925,950.71,902.4785,710.30625
"2561","AXISBANK","17-Nov-09",1001.25,1025,1025,985,1002.2,993.79,1316582,975.6883333,952.9,905.007,713.20525
"2562","AXISBANK","18-Nov-09",1002.2,995,1005,993.75,999.15,999.79,1017601,976.69,955.099,907.31,716.1625
"2563","AXISBANK","19-Nov-09",999.15,994,1005,978,986.55,993.45,1170092,976.28,957.058,909.39,719.015
"2564","AXISBANK","20-Nov-09",986.55,981,999,955.1,992.05,978.22,1850679,976.66,958.754,911.13,722.05375
"2565","AXISBANK","23-Nov-09",992.05,990,1007.5,990,999.4,1002.07,1103670,976.3116667,960.09,912.4485,725.077
"2566","AXISBANK","24-Nov-09",999.4,1008,1008,981.05,1000.1,995.72,1194076,976.4333333,961.987,914.127,727.96325
"2567","AXISBANK","25-Nov-09",1000.1,1000,1022,996.55,1016.65,1013.4,2390116,976.54,964.013,915.5995,730.86825
"2568","AXISBANK","26-Nov-09",1016.65,1017,1037.95,992.05,997.35,1018.84,2711776,975.3716667,965.774,917.036,733.6865
"2569","AXISBANK","27-Nov-09",997.35,980,990,937,971.2,960.68,1831950,974.2116667,967.14,918.0145,736.55325
"2570","AXISBANK","30-Nov-09",971.2,985,1011.05,984,999.4,999.84,1468304,973.975,969.215,920.0645,739.57275
"2571","AXISBANK","1-Dec-09",999.4,1010,1040,1005.5,1036.85,1026.73,1674234,974.8316667,971.759,922.2655,742.78125
"2572","AXISBANK","2-Dec-09",1036.85,1041,1052.8,1032.45,1047.45,1044.72,1613711,976.6033333,974.555,924.875,746.057
"2573","AXISBANK","3-Dec-09",1047.45,1054.5,1064,1037,1049.6,1052.86,1128898,979.0216667,977.31,927.7215,749.29
"2574","AXISBANK","4-Dec-09",1049.6,1035,1044.8,1020,1027.05,1031.57,1003950,981.0516667,979.574,930.6095,752.313
"2575","AXISBANK","7-Dec-09",1027.05,1030,1036.9,1003.3,1009.05,1016.27,962491,981.5516667,981.556,933.146,755.25325
"2576","AXISBANK","8-Dec-09",1009.05,1009,1047.4,1000,1039.7,1027.87,1764977,983.945,983.95,935.911,758.297
"2577","AXISBANK","9-Dec-09",1039.7,1015,1032.45,1009.9,1015.85,1019.55,1053088,986.0633333,985.872,938.1825,761.22375
"2578","AXISBANK","10-Dec-09",1015.85,1014.9,1030,1001.6,1021.35,1017.56,1370556,989.1716667,988.003,940.4095,764.1285
"2579","AXISBANK","11-Dec-09",1021.35,1026,1033.15,997.85,1003.75,1011.28,1159922,992.375,989.552,941.936,767.05325
"2580","AXISBANK","14-Dec-09",1003.75,1003,1013,989.5,994.65,1001.53,1108154,995.2833333,989.742,943.019,770.03075
"2581","AXISBANK","15-Dec-09",994.65,989.5,1001.1,954,959.7,976.76,1935976,997.4733333,988.75,943.772,772.858
"2582","AXISBANK","16-Dec-09",959.7,957,957,931.9,937.25,944.69,2996210,997.9116667,988.113,944.5375,775.602
"2583","AXISBANK","17-Dec-09",937.25,932.1,949,915.8,941.75,931.28,3004119,998.7666667,986.971,945.0155,778.44725
"2584","AXISBANK","18-Dec-09",941.75,940,953.5,928.55,934.3,941.72,1531195,998.6466667,986.044,945.419,781.3005
"2585","AXISBANK","21-Dec-09",934.3,939,960,926,954.3,946.12,1712535,997.19,984.933,945.5785,784.24175
"2586","AXISBANK","22-Dec-09",954.3,955,973.45,955,970.2,968.89,1649671,996.3166667,984.408,945.7145,787.36125
"2587","AXISBANK","23-Dec-09",970.2,971,985,966.8,982.4,977.8,1321535,995.5566667,983.787,946.3625,790.53375
"2588","AXISBANK","24-Dec-09",982.4,984,991.85,975.2,987.35,985.77,1024785,995.7983333,982.886,947.03,793.855
"2589","AXISBANK","29-Dec-09",987.35,991.85,997.85,982.25,984.75,989.95,710957,995.42,982.461,947.706,797.15425
"2590","AXISBANK","30-Dec-09",984.75,984.75,987,970.1,981.4,977.92,1011654,994.7583333,981.959,948.3025,800.4505
"2591","AXISBANK","31-Dec-09",981.4,985,993.5,978.1,989.2,988.16,1247008,994.325,981.52,949.2475,803.893
"2592","AXISBANK","4-Jan-10",989.2,993.9,999.95,988.1,992.1,993.67,874302,994.09,981.476,950.65,807.37875
"2593","AXISBANK","5-Jan-10",992.1,998,1020,995.7,1012.8,1011.96,1525876,994.965,982.191,952.322,811.03575
"2594","AXISBANK","6-Jan-10",1012.8,1020,1028.7,992.55,995.8,1002.48,1190717,995.09,982.784,954.1335,814.49225
"2595","AXISBANK","7-Jan-10",995.8,996.45,1006,989.1,1002.85,999.45,992905,995.205,982.96,955.729,817.857
"2596","AXISBANK","8-Jan-10",1002.85,1003,1019.9,996.35,1015.95,1010.65,1586285,995.7333333,983.921,957.1895,821.224
"2597","AXISBANK","11-Jan-10",1015.95,1019,1053,1015.1,1049.4,1038.98,2019301,996.825,985.863,958.9795,824.8435
"2598","AXISBANK","12-Jan-10",1049.4,1048,1075,1031,1049.3,1052.89,2870381,998.5566667,988.287,960.699,828.3865
"2599","AXISBANK","13-Jan-10",1049.3,1041.5,1048.85,1026.55,1040.3,1036.33,2100740,1000.86,990.94,962.401,831.798
"2600","AXISBANK","14-Jan-10",1040.3,1044.8,1079,1041.9,1066.1,1066.15,2149282,1003.083333,994.114,964.7815,835.4165
"2601","AXISBANK","15-Jan-10",1066.1,1080,1093.4,1065.2,1077.8,1078.77,3272539,1004.448333,997.79,967.2485,838.93725
"2602","AXISBANK","18-Jan-10",1077.8,1070,1113,1060.7,1107.65,1094.98,2006720,1006.455,1001.461,970.116,842.61575
"2603","AXISBANK","19-Jan-10",1107.65,1177.7,1177.7,1093.1,1105.75,1103.19,1613897,1008.326667,1005.254,972.72,846.154
"2604","AXISBANK","20-Jan-10",1105.75,1107,1118.85,1080.2,1083.75,1091.64,1316969,1010.216667,1008.171,974.733,849.46575
"2605","AXISBANK","21-Jan-10",1083.75,1085,1091,1050,1061.25,1062.76,1462619,1011.956667,1009.436,976.2485,852.61675
"2606","AXISBANK","22-Jan-10",1061.25,1045,1057.9,1025,1031.65,1038.94,1455147,1011.688333,1010.141,977.4,855.79
"2607","AXISBANK","25-Jan-10",1031.65,1026,1029.65,1005.15,1018.7,1015.65,1048612,1011.783333,1010.411,978.255,858.80875
"2608","AXISBANK","27-Jan-10",1018.7,1003.1,1009.65,965.15,972.75,981.91,2425515,1010.163333,1010.264,978.755,861.58175
"2609","AXISBANK","28-Jan-10",972.75,978,1030,978,1018.8,1004.76,2869552,1010.665,1010.718,979.7545,864.47775
"2610","AXISBANK","29-Jan-10",1018.8,1009.95,1045,988.2,1025.7,1017.56,3078497,1011.7,1011.207,980.9585,867.43
"2611","AXISBANK","1-Feb-10",1025.7,1026,1072,1005,1062.55,1045.24,2136090,1015.128333,1012.414,982.657,870.525
"2612","AXISBANK","2-Feb-10",1062.55,1065.2,1082,1030.25,1037.3,1046.88,1776677,1018.463333,1013.177,984.138,873.4835
"2613","AXISBANK","3-Feb-10",1037.3,1045.55,1077,1024.05,1071,1061.68,2652143,1022.771667,1014.866,985.962,876.52925
"2614","AXISBANK","4-Feb-10",1071,1059.9,1068.95,1045,1048.45,1057.67,1317167,1026.576667,1015.994,987.374,879.2505
"2615","AXISBANK","5-Feb-10",1048.45,1033.7,1038,995.1,1025.7,1012.45,2442482,1028.956667,1016.52,988.305,882.0185
"2616","AXISBANK","6-Feb-10",1025.7,1030,1037.65,1026.1,1030.75,1030.52,139372,1030.975,1017.133,989.56,884.656
"2617","AXISBANK","8-Feb-10",1030.75,1025,1041.7,1001,1022.7,1022.84,1485293,1032.318333,1017.254,990.6335,887.22025
"2618","AXISBANK","9-Feb-10",1022.7,1025,1057,1013.2,1038.55,1038.51,1845165,1034.025,1018.078,991.926,889.94325
"2619","AXISBANK","10-Feb-10",1038.55,1044,1045.5,1020.1,1024.65,1032.85,1657271,1035.355,1019.147,993.1435,892.70575
"2620","AXISBANK","11-Feb-10",1024.65,1030,1044.9,1028.4,1033.2,1036.86,815759,1037.081667,1019.823,994.519,895.3615
"2621","AXISBANK","15-Feb-10",1033.2,1033,1044.5,1010,1028.85,1031.47,909866,1038.403333,1019.663,995.711,897.85775
"2622","AXISBANK","16-Feb-10",1028.85,1032,1041.7,1018.35,1026.15,1024.62,1327251,1039.538333,1019.237,996.896,900.201
"2623","AXISBANK","17-Feb-10",1026.15,1034,1073.85,1032,1067.3,1058.49,2273282,1041.355,1019.591,998.4505,902.884
"2624","AXISBANK","18-Feb-10",1067.3,1067,1116.3,1065.55,1098.5,1095.78,4971386,1044.778333,1021.02,1000.297,905.59
"2625","AXISBANK","19-Feb-10",1098.5,1072,1102.25,1071,1094.5,1087.41,2771256,1047.833333,1022.729,1002.1425,908.01575
"2626","AXISBANK","22-Feb-10",1094.5,1103.5,1115,1081.25,1107.45,1105.73,1743098,1050.883333,1024.084,1004.017,910.41625
"2627","AXISBANK","23-Feb-10",1107.45,1100,1129.8,1088.7,1098.15,1116.92,2249941,1052.508333,1025.73,1005.801,912.88075
"2628","AXISBANK","24-Feb-10",1098.15,1095,1110.95,1065.05,1093.8,1089.84,1720318,1053.991667,1027.179,1007.591,915.226
"2629","AXISBANK","25-Feb-10",1093.8,1096.1,1102.95,1081.55,1096.25,1093.64,1547763,1055.856667,1029.029,1009.2905,917.671
"2630","AXISBANK","26-Feb-10",1096.25,1104,1137,1085,1124.5,1118.48,1623356,1057.803333,1031.626,1010.684,920.19175
"2631","AXISBANK","2-Mar-10",1124.5,1131,1175,1130,1155,1158.78,2992706,1060.376667,1035.532,1012.141,922.62175
"2632","AXISBANK","3-Mar-10",1155,1164,1174.95,1140.8,1148.9,1157.01,2273136,1061.751667,1039.765,1013.939,925.00775
"2633","AXISBANK","4-Mar-10",1148.9,1150,1152.45,1112.5,1121.65,1124.96,2223723,1062.281667,1043.363,1015.167,927.42825
"2634","AXISBANK","5-Mar-10",1121.65,1125,1139.5,1100.4,1103.35,1113.69,2632950,1062.935,1046.744,1016.394,929.647
"2635","AXISBANK","8-Mar-10",1103.35,1144.25,1144.25,1107.1,1129.3,1119.02,3179385,1065.203333,1050.244,1017.5885,931.4015
"2636","AXISBANK","9-Mar-10",1129.3,1045,1133.4,1045,1117.65,1117.08,904991,1068.07,1053.193,1018.8005,933.16575
"2637","AXISBANK","10-Mar-10",1117.65,1117.65,1135,1117,1131.5,1128.51,1239377,1071.83,1056.175,1019.981,935.1805
"2638","AXISBANK","11-Mar-10",1131.5,1127.4,1154.9,1127.4,1151.35,1146.44,1809188,1077.783333,1059.455,1021.1705,937.25625
"2639","AXISBANK","12-Mar-10",1151.35,1151,1161.6,1141.55,1151.05,1153.65,1948477,1082.191667,1062.781,1022.621,939.19725
"2640","AXISBANK","15-Mar-10",1151.05,1128.6,1154.3,1128.6,1142.7,1142.22,901565,1086.091667,1066.007,1023.983,941.04075
"2641","AXISBANK","16-Mar-10",1142.7,1139,1148.9,1132.5,1144.9,1140.86,1345188,1088.836667,1069.121,1025.3205,943.0415
"2642","AXISBANK","17-Mar-10",1144.9,1155,1157.45,1139.05,1149.2,1148.39,2425033,1092.566667,1072.263,1026.8695,944.79875
"2643","AXISBANK","18-Mar-10",1149.2,1145.3,1172,1144.1,1163.8,1164.68,1537854,1095.66,1075.283,1028.737,946.7075
"2644","AXISBANK","19-Mar-10",1163.8,1172,1172,1151.55,1156,1156.26,1226644,1099.245,1078.487,1030.6355,948.59275
"2645","AXISBANK","22-Mar-10",1156,1100,1152.35,1100,1146.5,1140.61,1098538,1103.271667,1081.36,1032.16,950.6165
"2646","AXISBANK","23-Mar-10",1146.5,1153.5,1171.9,1152,1161.95,1162.58,1252603,1107.645,1084.28,1034.1005,952.82675
"2647","AXISBANK","25-Mar-10",1161.95,1152.1,1165.2,1146.8,1154.8,1156.3,1513156,1112.048333,1086.388,1036.1255,955.01575
"2648","AXISBANK","26-Mar-10",1154.8,1155.1,1197.95,1151.5,1193.25,1175.27,1805457,1117.205,1089.267,1038.777,957.30775
"2649","AXISBANK","29-Mar-10",1193.25,1197,1215,1185,1198.95,1204.43,1205706,1123.015,1092.44,1041.69,959.61
"2650","AXISBANK","30-Mar-10",1198.95,1198.95,1212,1169.65,1173.1,1187.24,1066027,1127.678333,1094.58,1044.347,961.9845
"2651","AXISBANK","31-Mar-10",1173.1,1172,1184.7,1161.9,1168.25,1169.72,707646,1132.325,1096.389,1047.0895,964.1955
"2652","AXISBANK","1-Apr-10",1168.25,1168,1184.2,1168,1173.55,1174.96,763263,1137.238333,1097.707,1049.584,966.30075
"2653","AXISBANK","5-Apr-10",1173.55,1177.2,1183,1158,1177.1,1173.59,839008,1140.898333,1099.134,1052.194,968.55325
"2654","AXISBANK","6-Apr-10",1177.1,1180,1183.9,1166,1174.55,1174.67,860496,1143.433333,1100.95,1054.5605,970.90725
"2655","AXISBANK","7-Apr-10",1174.55,1182,1193.15,1148.3,1164.3,1163.07,3690875,1145.76,1103.011,1056.2235,973.13675
"2656","AXISBANK","8-Apr-10",1164.3,1156.95,1165.5,1150,1156.75,1157.58,1348153,1147.403333,1105.513,1057.827,975.12225
"2657","AXISBANK","9-Apr-10",1156.75,1160,1199.85,1157.5,1183.45,1179,2559419,1150.246667,1108.808,1059.6095,977.4315
"2658","AXISBANK","12-Apr-10",1183.45,1181.3,1188.4,1165.15,1176.9,1178.11,1434505,1153.016667,1112.891,1061.5775,979.651
"2659","AXISBANK","13-Apr-10",1176.9,1180,1180,1153.05,1157.6,1161.43,965174,1155.061667,1115.667,1063.1925,981.65825
"2660","AXISBANK","15-Apr-10",1157.6,1165,1172.95,1142,1148.3,1155.2,1430556,1155.855,1118.119,1064.663,983.57075
"2661","AXISBANK","16-Apr-10",1148.3,1146.15,1159.7,1131.4,1148.4,1149.14,1124542,1155.635,1119.836,1066.125,985.566
"2662","AXISBANK","19-Apr-10",1148.4,1140,1164,1128.2,1159.3,1150.46,1225933,1155.981667,1122.276,1067.7265,987.51825
"2663","AXISBANK","20-Apr-10",1159.3,1160,1195,1160,1187,1178.65,1799670,1158.16,1124.596,1069.731,989.5605
"2664","AXISBANK","21-Apr-10",1187,1195,1252,1195,1237.4,1237.13,5209435,1162.628333,1128.375,1072.1845,991.65725
"2665","AXISBANK","22-Apr-10",1237.4,1221.2,1242,1221.1,1224.95,1228.99,2760682,1165.816667,1132.36,1074.44,993.44425
"2666","AXISBANK","23-Apr-10",1224.95,1224.5,1240,1221.6,1235.9,1232.64,1144011,1169.758333,1136.463,1076.798,995.4625
"2667","AXISBANK","26-Apr-10",1235.9,1240,1287,1237.95,1279.6,1274.4,3365369,1174.695,1141.601,1079.4275,997.5135
"2668","AXISBANK","27-Apr-10",1279.6,1273,1285,1257.2,1276.55,1277.38,1426990,1178.868333,1146.361,1082.2195,999.62775
"2669","AXISBANK","28-Apr-10",1276.55,1265,1269.95,1246.25,1254.1,1260.08,1220141,1182.303333,1150.95,1085.0485,1001.5315
"2670","AXISBANK","29-Apr-10",1254.1,1258.85,1284.9,1258.85,1274.1,1275.02,2642086,1186.683333,1155.768,1087.7955,1003.93
"2671","AXISBANK","30-Apr-10",1274.1,1286,1286,1263.1,1270,1272.41,1112086,1190.853333,1160.591,1090.127,1006.19625
"2672","AXISBANK","3-May-10",1270,1268,1282.95,1252,1260.5,1260.36,467664,1194.563333,1165.278,1092.2575,1008.56625
"2673","AXISBANK","4-May-10",1260.5,1262.1,1290.9,1244.25,1249.45,1273.28,1667415,1197.418333,1168.921,1094.256,1010.98875
"2674","AXISBANK","5-May-10",1249.45,1216.6,1251.6,1216.4,1241.3,1238.27,1345301,1200.261667,1171.777,1096.3985,1013.504
"2675","AXISBANK","6-May-10",1241.3,1224,1252.8,1220,1233.95,1233.81,842449,1203.176667,1174.566,1098.6475,1015.89675
"2676","AXISBANK","7-May-10",1233.95,1205.2,1220,1182.2,1191.15,1195.42,1811023,1204.15,1176.24,1100.162,1018.0365
"2677","AXISBANK","10-May-10",1191.15,1202,1258.9,1202,1249.45,1237.02,1598755,1207.305,1179.266,1102.498,1020.34025
"2678","AXISBANK","11-May-10",1249.45,1249,1278.9,1244.25,1259.35,1266.02,1815840,1209.508333,1182.577,1104.878,1022.64375
"2679","AXISBANK","12-May-10",1259.35,1231.3,1298,1231.3,1289.9,1279.3,1813674,1212.54,1186.45,1107.7395,1024.83775
"2680","AXISBANK","13-May-10",1289.9,1295,1320,1293,1311.55,1312.29,1994635,1217.155,1190.191,1110.9085,1026.96375
"2681","AXISBANK","14-May-10",1311.55,1308,1312.8,1280,1295.75,1293.8,3799625,1221.405,1193.006,1114.269,1029.0205
"2682","AXISBANK","17-May-10",1295.75,1270,1277.1,1230.5,1262.2,1249.12,3377258,1224.36,1195.272,1117.5185,1031.028
"2683","AXISBANK","18-May-10",1262.2,1262.2,1269.7,1246.3,1254.7,1255.96,3319599,1226.946667,1197.933,1120.648,1032.83175
"2684","AXISBANK","19-May-10",1254.7,1243,1244,1193.35,1205.05,1219.36,2397393,1227.963333,1199.967,1123.3555,1034.38725
"2685","AXISBANK","20-May-10",1205.05,1206,1228,1182.25,1207.95,1204.72,2308754,1229.418333,1201.54,1125.892,1035.73525
"2686","AXISBANK","21-May-10",1207.95,1180.75,1223,1172.95,1215.65,1198.59,1764687,1231.381667,1203.5,1128.3465,1037.0305
"2687","AXISBANK","24-May-10",1215.65,1215.65,1240,1190.3,1198.35,1218.46,1017191,1231.878333,1204.837,1130.506,1038.43425
"2688","AXISBANK","25-May-10",1198.35,1187.8,1189,1155,1163.9,1168.75,1544617,1231.445,1205.088,1132.2715,1039.65075
"2689","AXISBANK","26-May-10",1163.9,1170,1192,1150.05,1156.9,1166.59,2861383,1231.421667,1205.205,1133.993,1040.8495
"2690","AXISBANK","27-May-10",1156.9,1157,1222,1147.15,1215.8,1188.86,2701512,1233.671667,1206.667,1136.337,1042.31975
"2691","AXISBANK","28-May-10",1215.8,1225,1238,1205.8,1225.35,1221.69,1549420,1236.236667,1208.276,1138.6985,1043.973
"2692","AXISBANK","31-May-10",1225.35,1215.8,1238,1210.1,1232.35,1222.6,932554,1238.671667,1209.939,1141.101,1045.8755
"2693","AXISBANK","1-Jun-10",1232.35,1235,1238,1177,1181.7,1197.29,1786082,1238.495,1210.297,1142.79,1047.556
"2694","AXISBANK","2-Jun-10",1181.7,1195,1206.95,1168.5,1201.15,1189.87,1307410,1237.286667,1211.2,1144.8435,1049.4885
"2695","AXISBANK","3-Jun-10",1201.15,1211,1248,1211,1242.3,1231.63,1482919,1237.865,1213.116,1147.238,1051.4835
"2696","AXISBANK","4-Jun-10",1242.3,1240,1258,1240,1245.45,1249.72,1454459,1238.183333,1214.786,1149.533,1053.36125
"2697","AXISBANK","7-Jun-10",1245.45,1218.6,1225,1196,1214.8,1209.27,1424594,1236.023333,1215.986,1151.187,1055.08325
"2698","AXISBANK","8-Jun-10",1214.8,1214.4,1242.6,1214.4,1226.2,1229.32,1681502,1234.345,1216.645,1152.956,1056.8275
"2699","AXISBANK","9-Jun-10",1226.2,1224.9,1253.9,1224.9,1239.65,1242.25,1562542,1233.863333,1217.459,1154.9495,1058.67525
"2700","AXISBANK","10-Jun-10",1239.65,1239.65,1250,1220.25,1248,1233.89,1363598,1232.993333,1218.957,1156.7685,1060.775
"2701","AXISBANK","11-Jun-10",1248,1252,1260.15,1238.25,1245.8,1246.02,1405607,1232.186667,1220.508,1158.4485,1062.8485
"2702","AXISBANK","14-Jun-10",1245.8,1251,1262,1240.25,1256.5,1252.01,613978,1232.053333,1222.167,1159.937,1065.0265
"2703","AXISBANK","15-Jun-10",1256.5,1244.1,1256.5,1230.2,1245.25,1242.14,661876,1231.913333,1223.53,1161.332,1067.026
"2704","AXISBANK","16-Jun-10",1245.25,1250,1250,1215.1,1220.6,1224.76,1357457,1231.223333,1224.451,1162.7005,1068.71675
"2705","AXISBANK","17-Jun-10",1220.6,1220,1223,1191.95,1215,1207.35,2225281,1230.591667,1225.465,1164.238,1070.24325
"2706","AXISBANK","18-Jun-10",1215,1215,1227.75,1202.3,1211.5,1215.17,2554189,1231.27,1226.56,1166.0365,1071.71825
"2707","AXISBANK","21-Jun-10",1211.5,1220,1252.1,1220,1247.3,1243.16,1405672,1231.198333,1227.837,1168.3225,1073.28875
"2708","AXISBANK","22-Jun-10",1247.3,1240.1,1257.9,1231.25,1235.65,1245.03,969098,1230.408333,1229.012,1170.9515,1074.85325
"2709","AXISBANK","23-Jun-10",1235.65,1225.3,1256.5,1225.3,1249.4,1244.68,1076305,1229.058333,1230.848,1173.2575,1076.506
"2710","AXISBANK","24-Jun-10",1249.4,1240.3,1268.5,1240.3,1263.2,1259.27,1841464,1227.446667,1233.146,1175.6325,1078.2955
"2711","AXISBANK","25-Jun-10",1263.2,1261,1277.65,1237.4,1249.1,1258.37,1307561,1225.891667,1235.16,1177.498,1080.0775
"2712","AXISBANK","28-Jun-10",1249.1,1251,1266.3,1242,1261.95,1254.32,796613,1225.883333,1237.213,1179.7445,1081.94125
"2713","AXISBANK","29-Jun-10",1261.95,1255.1,1259.1,1234,1240.65,1246.8,1079879,1225.415,1238.286,1181.441,1083.7015
"2714","AXISBANK","30-Jun-10",1240.65,1225,1245.95,1222.1,1242.4,1236.29,1430782,1226.66,1238.386,1183.3805,1085.37725
"2715","AXISBANK","1-Jul-10",1242.4,1242,1242,1215.05,1233.65,1227.01,1167934,1227.516667,1238.56,1185.46,1086.8825
"2716","AXISBANK","2-Jul-10",1233.65,1235,1248,1232.1,1237.2,1241.23,485624,1228.235,1238.586,1187.5245,1088.54225
"2717","AXISBANK","5-Jul-10",1237.2,1236.1,1245,1225.45,1235.95,1238.15,419595,1229.488333,1237.713,1189.657,1090.14525
"2718","AXISBANK","6-Jul-10",1235.95,1240,1258.9,1236,1253.3,1252.19,877356,1232.468333,1237.248,1191.8045,1091.86525
"2719","AXISBANK","7-Jul-10",1253.3,1262,1262,1229.6,1237.05,1242.04,864282,1235.14,1236.907,1193.9285,1093.536
"2720","AXISBANK","8-Jul-10",1237.05,1260,1260.35,1238.8,1241.55,1249,918276,1235.998333,1236.256,1196.012,1095.2655
"2721","AXISBANK","9-Jul-10",1241.55,1249.55,1277.85,1248.95,1273.1,1267.28,1096803,1237.59,1236.318,1198.4545,1097.08275
"2722","AXISBANK","12-Jul-10",1273.1,1277.25,1294.8,1265.55,1288.3,1282.1,862435,1239.455,1236.874,1201.076,1098.986
"2723","AXISBANK","13-Jul-10",1288.3,1288.5,1303.9,1273.15,1299.7,1293.28,760940,1243.388333,1237.879,1203.4,1100.92525
"2724","AXISBANK","14-Jul-10",1299.7,1308,1325.95,1304.1,1314.45,1316.13,1695095,1247.165,1239.342,1205.5595,1102.92825
"2725","AXISBANK","15-Jul-10",1314.45,1350,1355.5,1315.6,1350.3,1335.4,3188853,1250.765,1241.669,1208.1175,1105.13
"2726","AXISBANK","16-Jul-10",1350.3,1360,1368.9,1337.4,1357.15,1356.04,2303112,1254.488333,1244.989,1210.6145,1107.31575
"2727","AXISBANK","19-Jul-10",1357.15,1355,1367,1343.35,1360.8,1358.01,1461949,1259.355,1247.216,1213.241,1109.521
"2728","AXISBANK","20-Jul-10",1360.8,1365.25,1389,1358.5,1368.95,1375.2,1610253,1264.113333,1249.408,1215.9925,1111.79175
"2729","AXISBANK","21-Jul-10",1368.95,1371,1375,1336.8,1347.15,1348.71,1164255,1267.696667,1250.553,1218.5015,1113.896
"2730","AXISBANK","22-Jul-10",1347.15,1340.25,1367.8,1335,1356.8,1355.98,1492124,1271.323333,1251.458,1220.8245,1115.75425
"2731","AXISBANK","23-Jul-10",1356.8,1365,1395,1365,1389.95,1383.37,2438091,1276.128333,1253.342,1223.174,1117.6575
"2732","AXISBANK","26-Jul-10",1389.95,1390,1396.75,1375,1385.85,1383.6,1113190,1280.44,1255.815,1225.5435,1119.74125
"2733","AXISBANK","27-Jul-10",1385.85,1387,1395.95,1368,1374.45,1380.29,1626816,1284.746667,1258.21,1228.0715,1121.61925
"2734","AXISBANK","28-Jul-10",1374.45,1384,1384,1341,1349.95,1355.27,1400048,1289.058333,1261.108,1230.5375,1123.46575
"2735","AXISBANK","29-Jul-10",1349.95,1350,1375,1342.55,1365.6,1358.43,1509004,1294.078333,1264.261,1232.9005,1125.2445
"2736","AXISBANK","30-Jul-10",1365.6,1360,1367,1337,1343.45,1352.33,932237,1298.476667,1266.817,1235.1585,1126.9795
"2737","AXISBANK","2-Aug-10",1343.45,1350.1,1361.7,1340.15,1350.75,1349.83,944754,1301.925,1269.865,1237.351,1128.666
