,Symbol,Series,Date,Prev.Close,Open.Price,High.Price,Low.Price,Last.Price,Close.Price,Average.Price,Total.Traded.Quantity,Turnover,No..of.Trades,Deliverable.Qty,X..Dly.Qt.to.Traded.Qty,,,MA30,MA50,MA100,MA200
1142,UTIBANK,EQ,27-May-03,50.4,51.8,54.75,51.05,52.05,51.85,52.91,772231,40858117.05,-,421412,54.57,,,45.28333333,43.393,43.1315,40.2225
1143,UTIBANK,EQ,28-May-03,51.85,52.5,53,50.5,52.85,52.55,51.78,356441,18456110.95,-,169644,47.59,,,45.64166667,43.66,43.221,40.31025
1144,UTIBANK,EQ,29-May-03,52.55,53.5,54,51.65,52.45,52.45,52.79,501448,26469489.8,-,313180,62.46,,,45.96333333,43.892,43.316,40.3975
1145,UTIBANK,EQ,30-May-03,52.45,53,54.45,51.3,52.35,52.3,53.41,439259,23460902.7,-,239508,54.53,,,46.275,44.138,43.4185,40.485
1146,UTIBANK,EQ,2-Jun-03,52.3,50.05,51.85,48,50.35,50.15,50.25,275259,13831197.95,-,147294,53.51,,,46.53833333,44.331,43.5,40.5615
1147,UTIBANK,EQ,3-Jun-03,50.15,50,51.7,50,50.5,50.65,50.85,190835,9704804.8,-,95963,50.29,,,46.75833333,44.531,43.586,40.63875
1148,UTIBANK,EQ,4-Jun-03,50.65,51.5,52.15,50.75,51.1,51,51.42,155652,8003370.8,-,94178,60.51,,,47.015,44.731,43.667,40.719
1149,UTIBANK,EQ,5-Jun-03,51,51.3,52,49.05,49.5,49.55,50.27,192281,9666519.55,-,108667,56.51,,,47.20166667,44.925,43.73,40.79175
1150,UTIBANK,EQ,6-Jun-03,49.55,50.95,50.95,49.65,50.75,50.65,50.36,157724,7943544.3,-,101053,64.07,,,47.42666667,45.145,43.793,40.86975
1151,UTIBANK,EQ,9-Jun-03,50.65,49.75,49.95,48,49.5,49.6,49.52,127411,6308846.1,-,86175,67.64,,,47.60833333,45.344,43.8455,40.94275
1152,UTIBANK,EQ,10-Jun-03,49.6,48.25,54.25,48.1,51.45,51.75,52.37,742982,38911061.65,-,466528,62.79,,,47.84,45.588,43.921,41.028
1153,UTIBANK,EQ,11-Jun-03,51.75,50,55.7,50,52,51.85,53.26,508739,27093444.7,-,166592,32.75,,,48.09833333,45.823,43.989,41.112
1154,UTIBANK,EQ,12-Jun-03,51.85,52.9,54.6,52,54.5,54.15,53.35,571678,30498350.65,-,416711,72.89,,,48.42666667,46.12,44.0685,41.2085
1155,UTIBANK,EQ,13-Jun-03,54.15,54.6,55.75,52.7,52.8,53,54.11,416492,22536249.6,-,191464,45.97,,,48.64,46.382,44.1525,41.29675
1156,UTIBANK,EQ,16-Jun-03,53,52.95,53.3,51.25,51.8,51.55,51.99,160611,8350517.85,-,97438,60.67,,,48.81166667,46.613,44.22,41.377
1157,UTIBANK,EQ,17-Jun-03,51.55,51.55,52.2,50.25,52.2,51.9,51.5,204868,10551241.6,-,122836,59.96,,,48.97666667,46.855,44.2785,41.455
1158,UTIBANK,EQ,18-Jun-03,51.9,52,52.4,50.7,50.8,51,51.5,124919,6433184.6,-,93713,75.02,,,49.18166667,47.066,44.333,41.52825
1159,UTIBANK,EQ,19-Jun-03,51,54.9,54.9,50.5,50.7,50.8,51.27,118890,6095636.15,-,62376,52.47,,,49.385,47.256,44.374,41.60325
1160,UTIBANK,EQ,20-Jun-03,50.8,51.5,51.9,50.6,50.8,50.9,51.21,86808,4445346.6,-,47102,54.26,,,49.58833333,47.409,44.4375,41.68275
1161,UTIBANK,EQ,23-Jun-03,50.9,51.75,51.75,49,49.4,49.5,50.14,131216,6579542.85,-,85912,65.47,,,49.71166667,47.53,44.5085,41.755
1162,UTIBANK,EQ,24-Jun-03,49.5,49,49.6,48.6,49,48.95,49.12,71502,3511952.9,-,41864,58.55,,,49.79833333,47.655,44.5685,41.822
1163,UTIBANK,EQ,25-Jun-03,48.95,49.5,51.7,49.5,49.7,49.75,50.07,155938,7807340.85,-,76870,49.3,,,49.94,47.814,44.6425,41.8895
1164,UTIBANK,EQ,26-Jun-03,49.75,51.95,51.95,49.1,49.1,49.5,50.04,132662,6638025.3,-,74763,56.36,,,50.035,47.948,44.7205,41.9565
1165,UTIBANK,EQ,27-Jun-03,49.5,49.95,49.95,48.65,49,48.8,49.12,98767,4851361.9,-,61937,62.71,,,50.13333333,48.065,44.79,42.02
1166,UTIBANK,EQ,30-Jun-03,48.8,48.7,49.9,48.55,48.95,48.7,49.09,110325,5415672.45,-,83268,75.48,,,50.22333333,48.194,44.8565,42.08475
1167,UTIBANK,EQ,1-Jul-03,48.7,49.7,49.9,48.1,48.6,48.45,48.67,93014,4526709.55,-,62841,67.56,,,50.32166667,48.282,44.9195,42.14875
1168,UTIBANK,EQ,2-Jul-03,48.45,49,49.4,48,48.2,48.15,48.63,129851,6314924.45,-,88745,68.34,,,50.405,48.379,44.9825,42.21075
1169,UTIBANK,EQ,3-Jul-03,48.15,48.5,57.8,48.3,57.8,57.8,55.95,1127594,63084103.8,-,583062,51.71,,,50.81166667,48.656,45.134,42.32025
1170,UTIBANK,EQ,4-Jul-03,57.8,59.9,59.9,53.55,54.3,54.15,55.63,1108914,61684387.1,-,458435,41.34,,,51.06,48.861,45.251,42.41225
1171,UTIBANK,EQ,7-Jul-03,54.15,61,65,54.6,65,64.3,61.97,2647642,164071890.3,-,1058863,39.99,,,51.52333333,49.264,45.475,42.55875
1172,UTIBANK,EQ,8-Jul-03,64.3,65.75,69.5,62.75,63,63.7,66.6,2301281,153274512.4,-,794467,34.52,,,51.91833333,49.642,45.7015,42.70175
1173,UTIBANK,EQ,9-Jul-03,63.7,70,70,60.1,60.7,61.45,64.03,706658,45250757.35,-,282983,40.05,,,52.215,49.989,45.9085,42.834
1174,UTIBANK,EQ,10-Jul-03,61.45,62.25,67.25,62,64.5,64.25,64.29,958155,61602146.4,-,396980,41.43,,,52.60833333,50.388,46.157,42.97975
1175,UTIBANK,EQ,11-Jul-03,64.25,65.25,67.8,62.5,65.2,65.1,65.99,936551,61800798.25,-,380918,40.67,,,53.035,50.758,46.398,43.12825
1176,UTIBANK,EQ,14-Jul-03,65.1,76.75,76.75,68.1,75.65,74.95,73.21,2168083,158735749.9,-,953069,43.96,,,53.86166667,51.329,46.711,43.3265
1177,UTIBANK,EQ,15-Jul-03,74.95,77,77,70.8,72.45,72.75,72.64,1421742,103272897,-,515058,36.23,,,54.59833333,51.845,47.0065,43.51275
1178,UTIBANK,EQ,16-Jul-03,72.75,73.45,74.85,71.8,74.45,74.3,73.98,1010172,74729953.3,-,462651,45.8,,,55.375,52.434,47.3075,43.7085
1179,UTIBANK,EQ,17-Jul-03,74.3,74.7,79,72.3,73.6,73.5,76.32,1202113,91743391.35,-,313907,26.11,,,56.17333333,53.01,47.6045,43.89975
1180,UTIBANK,EQ,18-Jul-03,73.5,74,76,71.6,75.65,75,74.02,944559,69914268.6,-,292765,30.99,,,56.985,53.614,47.907,44.09425
1181,UTIBANK,EQ,21-Jul-03,75,76,77.3,73.9,74.4,74.45,75.24,692790,52123836.9,-,238694,34.45,,,57.81333333,54.187,48.2145,44.28275
1182,UTIBANK,EQ,22-Jul-03,74.45,74.9,75.45,72.5,72.9,73.1,73.57,733926,53996723.2,-,158270,21.56,,,58.525,54.722,48.5185,44.46675
1183,UTIBANK,EQ,23-Jul-03,73.1,73.25,74.2,72,73.85,73.45,73.37,577318,42358520.15,-,200138,34.67,,,59.245,55.281,48.823,44.65325
1184,UTIBANK,EQ,24-Jul-03,73.45,74.45,75,73.05,73.05,73.4,73.85,369453,27282476.1,-,143629,38.88,,,59.88666667,55.816,49.127,44.84
1185,UTIBANK,EQ,25-Jul-03,73.4,72.55,79.9,72.55,78.15,78.3,77.83,1952468,151961414.1,-,560168,28.69,,,60.73,56.465,49.468,45.05175
1186,UTIBANK,EQ,28-Jul-03,78.3,79.8,79.9,75.1,76,75.7,77.5,544940,42235169.2,-,249452,45.78,,,61.535,57.059,49.797,45.2495
1187,UTIBANK,EQ,29-Jul-03,75.7,76.1,82.4,74.35,82.3,80.9,78.73,1004373,79077063.7,-,407544,40.58,,,62.50166667,57.767,50.186,45.47375
1188,UTIBANK,EQ,30-Jul-03,80.9,82,83.8,80.5,81.25,81.6,82.18,989458,81316394.95,-,456977,46.18,,,63.52166667,58.486,50.5855,45.7015
1189,UTIBANK,EQ,31-Jul-03,81.6,82.7,82.8,80,80.1,80.35,81.33,518285,42150812.05,-,224019,43.22,,,64.50666667,59.181,50.9835,45.923
1190,UTIBANK,EQ,1-Aug-03,80.35,81.6,81.65,78.7,80.9,80.05,79.7,373405,29761811.05,-,140146,37.53,,,65.47833333,59.848,51.3935,46.14325
1191,UTIBANK,EQ,4-Aug-03,80.05,81,82.9,79.1,82.35,82.3,81.38,497075,40452279.25,-,257313,51.77,,,66.57166667,60.486,51.8175,46.37475
1192,UTIBANK,EQ,5-Aug-03,82.3,83,83.25,77.5,79,78.15,80.14,419413,33613466.6,-,201237,47.98,,,67.545,61.012,52.2025,46.5855
1193,UTIBANK,EQ,6-Aug-03,78.15,77.5,79.5,76.7,77.95,77.65,78.01,335028,26136349.45,-,108187,32.29,,,68.475,61.514,52.587,46.79325
1194,UTIBANK,EQ,7-Aug-03,77.65,78.8,78.95,75.25,77,76.9,76.85,273553,21021857.8,-,121821,44.53,,,69.38833333,62.003,52.9475,46.9975
1195,UTIBANK,EQ,8-Aug-03,76.9,77.85,79.6,76.75,78,77.45,78.45,249049,19538241.05,-,89292,35.85,,,70.34333333,62.506,53.322,47.20475
1196,UTIBANK,EQ,11-Aug-03,77.45,77.9,80.25,75,78.4,78.15,77.91,496692,38695922,-,233755,47.06,,,71.325,63.066,53.6985,47.41475
1197,UTIBANK,EQ,12-Aug-03,78.15,78.7,79.3,76.75,77,77.2,78.07,210102,16402458.25,-,99195,47.21,,,72.28333333,63.597,54.064,47.6115
1198,UTIBANK,EQ,13-Aug-03,77.2,77.3,78,75.1,75.6,76.05,76.55,361766,27693969.9,-,212838,58.83,,,73.21333333,64.098,54.4145,47.81075
1199,UTIBANK,EQ,14-Aug-03,76.05,78.5,81.3,75.25,75.3,75.75,77.37,322480,24950531.7,-,159629,49.5,,,73.81166667,64.622,54.7735,48.00925
1200,UTIBANK,EQ,18-Aug-03,75.75,77,77,73,74.05,74.45,74.36,356761,26528905.3,-,204755,57.39,,,74.48833333,65.098,55.1215,48.19975
1201,UTIBANK,EQ,19-Aug-03,74.45,76.9,80.5,73.65,74.1,74.25,76.09,309889,23579535.75,-,160968,51.94,,,74.82,65.591,55.4675,48.38825
1202,UTIBANK,EQ,20-Aug-03,74.25,75.5,75.85,73.4,74.3,74.05,74.43,206305,15354765.2,-,114642,55.57,,,75.165,66.037,55.8125,48.578
1203,UTIBANK,EQ,21-Aug-03,74.05,77.1,77.1,75,76.15,76.25,76.17,405774,30906687.1,-,240738,59.33,,,75.65833333,66.525,56.174,48.77875
1204,UTIBANK,EQ,22-Aug-03,76.25,74.65,77.9,74.5,76.15,75.9,75.65,233114,17634661.55,-,133499,57.27,,,76.04666667,66.96,56.54,48.97775
1205,UTIBANK,EQ,25-Aug-03,75.9,77.5,77.5,70.65,71,71.55,73.22,274634,20109754.2,-,149737,54.52,,,76.26166667,67.331,56.8565,49.153
1206,UTIBANK,EQ,26-Aug-03,71.55,73.5,74,72,72.95,72.85,72.87,212775,15505205.55,-,113179,53.19,,,76.19166667,67.757,57.185,49.33625
1207,UTIBANK,EQ,27-Aug-03,72.85,73.4,75.5,73.25,75.5,75.15,74.39,239635,17827091,-,133268,55.61,,,76.27166667,68.222,57.5385,49.52925
1208,UTIBANK,EQ,28-Aug-03,75.15,77,77,74.2,76.3,76.1,75.74,260465,19727631.75,-,176782,67.87,,,76.33166667,68.724,57.895,49.726
1209,UTIBANK,EQ,29-Aug-03,76.1,76.9,76.9,73,73.6,73.65,74.3,179118,13309053.65,-,101261,56.53,,,76.33666667,69.181,58.2185,49.91225
1210,UTIBANK,EQ,1-Sep-03,73.65,74.95,75.45,73.85,75.05,74.85,74.56,144258,10755556.15,-,101288,70.21,,,76.33166667,69.66,58.5345,50.10525
1211,UTIBANK,EQ,2-Sep-03,74.85,79,87.4,72,74.55,74.6,74.71,558570,41732729.25,-,250830,44.91,,,76.33666667,70.162,58.846,50.29725
1212,UTIBANK,EQ,3-Sep-03,74.6,75.95,78,74.5,75.5,75.4,76.66,655750,50271342.85,-,312027,47.58,,,76.41333333,70.691,59.173,50.4935
1213,UTIBANK,EQ,4-Sep-03,75.4,75,76,73,73.5,73.85,74.14,161174,11949704.6,-,98348,61.02,,,76.42666667,71.173,59.4935,50.68075
1214,UTIBANK,EQ,5-Sep-03,73.85,74.9,74.9,72.1,72.85,72.6,73.23,179146,13118278.75,-,110679,61.78,,,76.4,71.635,59.7915,50.86075
1215,UTIBANK,EQ,8-Sep-03,72.6,73.5,74.7,71.85,72,72.25,72.83,208155,15160457.75,-,123577,59.37,,,76.19833333,72.104,60.0845,51.03625
1216,UTIBANK,EQ,9-Sep-03,72.25,74.85,74.85,70.35,71.1,70.9,71.83,232768,16719025.1,-,149182,64.09,,,76.03833333,72.548,60.371,51.20225
1217,UTIBANK,EQ,10-Sep-03,70.9,71,72.75,70.15,71.05,71.1,71.29,259177,18476280.35,-,154637,59.66,,,75.71166667,73.001,60.6415,51.3675
1218,UTIBANK,EQ,11-Sep-03,71.1,72.8,72.8,69.7,70.1,70.05,71.26,236456,16849724.2,-,132521,56.04,,,75.32666667,73.439,60.909,51.52225
1219,UTIBANK,EQ,12-Sep-03,70.05,76.2,76.2,69.3,70.15,70,70.35,172969,12168467.4,-,93166,53.86,,,74.98166667,73.683,61.1695,51.677
1220,UTIBANK,EQ,15-Sep-03,70,74.6,74.6,66.2,66.75,66.55,67.36,153813,10361255.65,-,102956,66.94,,,74.53166667,73.931,61.396,51.81625
1221,UTIBANK,EQ,16-Sep-03,66.55,66.1,67,64.1,66.15,66.2,65.39,195338,12773610.9,-,97300,49.81,,,73.995,73.969,61.6165,51.95525
1222,UTIBANK,EQ,17-Sep-03,66.2,68.2,70,66.1,69.05,69.1,68.76,129371,8894923.75,-,76598,59.21,,,73.69333333,74.077,61.8595,52.10625
1223,UTIBANK,EQ,18-Sep-03,69.1,69.6,69.6,66,66.15,66.1,66.88,74615,4990315.7,-,43057,57.71,,,73.30833333,74.17,62.0795,52.24525
1224,UTIBANK,EQ,19-Sep-03,66.1,66.3,67.85,64.1,65.25,65.1,65.52,130157,8528311.65,-,87710,67.39,,,72.915,74.187,62.2875,52.38025
1225,UTIBANK,EQ,22-Sep-03,65.1,65.1,67.8,64.5,65.45,65.15,65.6,72531,4758310.7,-,43628,60.15,,,72.505,74.188,62.473,52.5155
1226,UTIBANK,EQ,23-Sep-03,65.15,63.25,66.45,63.25,65.65,65.65,65.04,101669,6612816.75,-,74346,73.13,,,72.08833333,74.002,62.6655,52.64675
1227,UTIBANK,EQ,24-Sep-03,65.65,65.5,69,64.7,69,68.05,66.53,101548,6756289.95,-,69855,68.79,,,71.78333333,73.908,62.8765,52.79
1228,UTIBANK,EQ,25-Sep-03,68.05,67.5,68.45,66,68.1,68,67.46,85495,5767277.8,-,59088,69.11,,,71.515,73.782,63.108,52.93575
1229,UTIBANK,EQ,26-Sep-03,68,66.1,70,66.1,69.8,69.85,69.22,107041,7409623.25,-,71153,66.47,,,71.31833333,73.709,63.3595,53.0685
1230,UTIBANK,EQ,29-Sep-03,69.85,69.85,72.3,69.2,72,71.75,71.53,183593,13132006.8,-,117537,64.02,,,71.22833333,73.644,63.629,53.20875
1231,UTIBANK,EQ,30-Sep-03,71.75,72.25,73.7,71.25,71.7,71.75,72.13,168868,12179704.75,-,77628,45.97,,,71.145,73.59,63.8885,53.34525
1232,UTIBANK,EQ,1-Oct-03,71.75,71.25,73.8,70.75,73.6,73.3,72.67,237237,17239844.85,-,183336,77.28,,,71.12,73.594,64.158,53.49125
1233,UTIBANK,EQ,3-Oct-03,73.3,74,76.9,73.8,75.25,74.8,75.1,425806,31977107.3,-,284533,66.82,,,71.07166667,73.621,64.451,53.64675
1234,UTIBANK,EQ,6-Oct-03,74.8,75,78.85,75,78.3,78.25,77.83,387328,30147279,-,288828,74.57,,,71.15,73.718,64.767,53.811
1235,UTIBANK,EQ,7-Oct-03,78.25,78.6,78.7,75.65,76.5,76.35,77.26,278635,21528183.7,-,165680,59.46,,,71.31,73.679,65.072,53.97375
1236,UTIBANK,EQ,8-Oct-03,76.35,76.5,77.25,75.7,76.85,76.65,76.62,153228,11740115.85,-,100506,65.59,,,71.43666667,73.698,65.3785,54.138
1237,UTIBANK,EQ,9-Oct-03,76.65,77.6,78.4,76.95,78.4,78.15,77.89,251658,19602429.5,-,194516,77.29,,,71.53666667,73.643,65.705,54.31275
1238,UTIBANK,EQ,10-Oct-03,78.15,79.7,82,78.5,81.75,81.65,80.99,579283,46918206.2,-,401023,69.23,,,71.72166667,73.644,66.065,54.50325
1239,UTIBANK,EQ,13-Oct-03,81.65,82.45,85,81,84.7,84.6,83.9,564248,47340280.4,-,359653,63.74,,,72.08666667,73.729,66.455,54.70925
1240,UTIBANK,EQ,14-Oct-03,84.6,85.95,85.95,81.35,83.5,82.55,83.22,320907,26705454.65,-,207886,64.78,,,72.34333333,73.779,66.8135,54.90225
1241,UTIBANK,EQ,15-Oct-03,82.55,82,83.9,81.2,82.8,83.05,82.84,220292,18249432.3,-,144161,65.44,,,72.625,73.794,67.14,55.0995
1242,UTIBANK,EQ,16-Oct-03,83.05,83.75,86,83.75,85.1,85.3,84.91,421394,35782616.45,-,243053,57.68,,,72.955,73.937,67.4745,55.303
1243,UTIBANK,EQ,17-Oct-03,85.3,86,87.35,82.05,85.05,83.9,85.04,507087,43121125.7,-,200474,39.53,,,73.29,74.062,67.788,55.5045
1244,UTIBANK,EQ,20-Oct-03,83.9,89,89,79.25,80.5,80.55,82.6,289526,23915630.1,-,180342,62.29,,,73.555,74.135,68.069,55.6925
1245,UTIBANK,EQ,21-Oct-03,80.55,81.5,81.75,77.05,78.3,78.1,79.13,182423,14435608.4,-,102099,55.97,,,73.75,74.148,68.327,55.87275
1246,UTIBANK,EQ,22-Oct-03,78.1,78.5,79.1,74.1,75.25,74.95,75.95,131284,9970986.25,-,74299,56.59,,,73.885,74.084,68.575,56.0375
1247,UTIBANK,EQ,23-Oct-03,74.95,77.45,77.45,74,74.25,74.4,75.15,159171,11961446.05,-,109324,68.68,,,73.995,74.028,68.8125,56.19925
1248,UTIBANK,EQ,24-Oct-03,74.4,74.65,75.75,73.6,75.25,75.2,74.69,69163,5165677.2,-,39152,56.61,,,74.16666667,74.011,69.0545,56.36075
1249,UTIBANK,EQ,25-Oct-03,75.2,77,79.9,75.7,77.4,77.55,77.19,65986,5093644.85,-,-,-,,,74.41833333,74.047,69.3345,56.53225
1250,UTIBANK,EQ,27-Oct-03,77.55,78,78,74.1,74.45,74.4,75.59,97459,7366705.65,-,86611,52.99,,,74.68,74.046,69.572,56.6825
1251,UTIBANK,EQ,28-Oct-03,74.4,74.35,77,73.5,76.45,75.65,75.74,76532,5796231.8,-,46674,60.99,,,74.995,74.074,69.8325,56.839
1252,UTIBANK,EQ,29-Oct-03,75.65,76.8,77.1,73.65,74.05,74.3,74.83,73408,5493170.4,-,39677,54.05,,,75.16833333,74.079,70.058,56.9895
1253,UTIBANK,EQ,30-Oct-03,74.3,74.5,75.75,73.6,74,74,74.48,103295,7693721,-,81713,79.11,,,75.43166667,74.034,70.2795,57.13425
1254,UTIBANK,EQ,31-Oct-03,74,74.2,75,73.6,74.95,74.75,74.52,78560,5854252.5,-,59203,75.36,,,75.75333333,74.011,70.4855,57.277
1255,UTIBANK,EQ,3-Nov-03,74.75,76.5,76.8,73,73.35,73.5,74.96,164012,12294010.05,-,112856,68.81,,,76.03166667,74.05,70.6905,57.4215
1256,UTIBANK,EQ,4-Nov-03,73.5,74.5,75.6,74,74.5,74.5,74.79,158514,11854889.45,-,104004,65.61,,,76.32666667,74.083,70.92,57.57
1257,UTIBANK,EQ,5-Nov-03,74.5,74.5,74.95,73.25,73.55,73.65,74.06,75256,5573481.8,-,52660,69.97,,,76.51333333,74.053,71.1375,57.708
1258,UTIBANK,EQ,6-Nov-03,73.65,74.6,74.7,72.2,73,72.9,73.22,94434,6914447.9,-,70249,74.39,,,76.67666667,73.989,71.3565,57.84475
1259,UTIBANK,EQ,7-Nov-03,72.9,73.5,73.85,72,72.35,72.3,72.74,85750,6237412.25,-,54971,64.11,,,76.75833333,73.962,71.5715,57.97275
1260,UTIBANK,EQ,10-Nov-03,72.3,72,76.8,71.75,71.95,72.05,72.1,49770,3588307.85,-,40180,80.73,,,76.76833333,73.906,71.783,58.11025
1261,UTIBANK,EQ,11-Nov-03,72.05,72.8,73.8,71.55,72.6,72,72.33,179205,12962647.25,-,142994,79.79,,,76.77666667,73.854,72.008,58.25825
1262,UTIBANK,EQ,12-Nov-03,72,73.45,75.3,73,74.9,74.65,74.5,190961,14227053.2,-,145108,75.99,,,76.82166667,73.839,72.265,58.41675
1263,UTIBANK,EQ,13-Nov-03,74.65,75.2,76,73.6,73.9,74.4,74.89,114536,8577606.4,-,71107,62.08,,,76.80833333,73.85,72.5115,58.577
1264,UTIBANK,EQ,14-Nov-03,74.4,73.1,74.5,71.6,72,71.9,72.5,165247,11980210.35,-,147880,89.49,,,76.59666667,73.836,72.7355,58.728
1265,UTIBANK,EQ,15-Nov-03,71.9,73.6,73.6,71.25,72.2,71.9,72.03,23562,1697164.05,-,17407,73.88,,,76.44833333,73.829,72.9665,58.87825
1266,UTIBANK,EQ,17-Nov-03,71.9,72.1,73.25,71.9,72,72.2,72.44,94261,6828034.35,-,64728,68.67,,,76.3,73.855,73.2015,59.029
1267,UTIBANK,EQ,18-Nov-03,72.2,73,73.25,71.9,73,72.9,72.35,190806,13805711.95,-,159961,83.83,,,76.125,73.891,73.446,59.18275
1268,UTIBANK,EQ,19-Nov-03,72.9,73.7,85.9,72.4,81.4,81.75,81.24,1023045,83116479.5,-,521485,50.97,,,76.12833333,74.125,73.782,59.38225
1269,UTIBANK,EQ,20-Nov-03,81.75,82.5,82.75,77.1,77.1,77.7,79.92,571198,45649618.9,-,268696,47.04,,,75.89833333,74.279,73.981,59.5575
1270,UTIBANK,EQ,21-Nov-03,77.7,78.5,78.5,74.3,76.5,76.3,75.76,188058,14247454.3,-,98869,52.57,,,75.69,74.474,74.2025,59.72675
1271,UTIBANK,EQ,24-Nov-03,76.3,79.8,82.5,78.4,81,81.1,80.75,396601,32026460.55,-,204273,51.51,,,75.625,74.772,74.3705,59.92275
1272,UTIBANK,EQ,25-Nov-03,81.1,82.8,85,81.7,82,82.35,83.28,333458,27769812.95,-,161352,48.39,,,75.52666667,75.037,74.557,60.12925
1273,UTIBANK,EQ,27-Nov-03,82.35,83,83.7,82.05,83.35,83.25,82.99,179006,14856354.9,-,124922,69.79,,,75.505,75.38,74.775,60.34175
1274,UTIBANK,EQ,28-Nov-03,83.25,83.5,85.8,82.55,83.75,83.65,83.89,330535,27729264.25,-,218280,66.04,,,75.60833333,75.751,74.969,60.563
1275,UTIBANK,EQ,1-Dec-03,83.65,84,86,84,85.5,85.65,85.2,270174,23017474.85,-,193158,71.49,,,75.86,76.161,75.1745,60.78625
1276,UTIBANK,EQ,2-Dec-03,85.65,86.75,97,85,94.3,95.8,92.77,1288245,119508818.5,-,665807,51.68,,,76.555,76.764,75.383,61.047
1277,UTIBANK,EQ,3-Dec-03,95.8,101.05,115,100.05,115,115,113.98,1441341,164282607.2,-,928422,64.41,,,77.90833333,77.703,75.8055,61.406
1278,UTIBANK,EQ,4-Dec-03,115,122.7,137,117,117.15,117.85,124.22,4134750,513638371.5,-,1209921,29.26,,,79.33,78.7,76.241,61.77425
1279,UTIBANK,EQ,5-Dec-03,117.85,117.15,120,107.6,109.7,109.4,114.27,1693512,193519290.1,-,526311,31.08,,,80.39166667,79.491,76.6,62.10225
1280,UTIBANK,EQ,8-Dec-03,109.4,110,120,105,119.15,118.15,114.78,1669554,191629429.5,-,353688,21.18,,,81.85,80.419,77.0315,62.46925
1281,UTIBANK,EQ,9-Dec-03,118.15,120,121,118,119.4,119.7,119.32,662037,78994788.25,-,275638,41.63,,,83.31833333,81.378,77.484,62.84925
1282,UTIBANK,EQ,10-Dec-03,119.7,120.2,120.9,114,115.35,115,117.19,519363,60866473.25,-,257223,49.53,,,84.675,82.212,77.903,63.21075
1283,UTIBANK,EQ,11-Dec-03,115,117,117,112.1,114.1,113.65,113.95,361604,41204697.3,-,139970,38.71,,,85.99666667,82.989,78.305,63.564
1284,UTIBANK,EQ,12-Dec-03,113.65,114.95,116.8,113,114,113.85,114.67,322977,37037319.85,-,133308,41.27,,,87.3,83.701,78.7095,63.91825
1285,UTIBANK,EQ,15-Dec-03,113.85,115,117.75,114.05,115.5,115.1,115.02,292949,33693781.8,-,221814,75.72,,,88.68666667,84.476,79.0775,64.27275
1286,UTIBANK,EQ,16-Dec-03,115.1,115,123.3,113.5,122.2,122,118.66,918176,108952467.1,-,455957,49.66,,,90.27,85.383,79.5405,64.66875
1287,UTIBANK,EQ,17-Dec-03,122,123.7,124,120.75,122.05,122.1,122.16,621611,75934837.5,-,286363,46.07,,,91.885,86.262,79.9525,65.06925
1288,UTIBANK,EQ,18-Dec-03,122.1,123,125.95,121.2,124.5,124.5,124.09,550760,68341072.25,-,304725,55.33,,,93.605,87.119,80.3815,65.4835
1289,UTIBANK,EQ,19-Dec-03,124.5,125.5,127.5,124.25,127,126.55,126.05,475453,59933150.3,-,331285,69.68,,,95.41333333,87.958,80.8435,65.9135
1290,UTIBANK,EQ,22-Dec-03,126.55,126,147.8,126,132.95,132.2,136.18,1522381,207325158.2,-,538671,35.38,,,97.41833333,88.951,81.365,66.37925
1291,UTIBANK,EQ,23-Dec-03,132.2,134,137,132,135.1,135.4,135,672727,90818922,-,279516,41.55,,,99.53166667,89.998,81.896,66.85675
1292,UTIBANK,EQ,24-Dec-03,135.4,136.8,137.5,132,132.9,132.5,133.72,310485,41519453.9,-,163784,52.75,,,101.46,90.942,82.4395,67.321
1293,UTIBANK,EQ,26-Dec-03,132.5,134,134.5,131.5,132.95,132.65,133.13,221851,29534695.75,-,113345,51.09,,,103.4016667,91.917,82.9895,67.78825
1294,UTIBANK,EQ,29-Dec-03,132.65,153.2,153.2,134,137.6,137.15,137.26,400117,54918543.3,-,239545,59.87,,,105.5766667,93.049,83.592,68.26975
1295,UTIBANK,EQ,30-Dec-03,137.15,139,143,135,137.25,136.9,139.17,627108,87276929.7,-,255681,40.77,,,107.7433333,94.225,84.1865,68.75425
1296,UTIBANK,EQ,31-Dec-03,136.9,139,139,135,136,135.65,136.31,215426,29365635.15,-,94912,44.06,,,109.8583333,95.439,84.7615,69.23
1297,UTIBANK,EQ,1-Jan-04,135.65,136.9,139,136.9,137.6,137.5,137.78,220546,30387021.9,-,108742,49.31,,,112.0116667,96.701,85.3645,69.71425
1298,UTIBANK,EQ,2-Jan-04,137.5,138.5,152.5,138,151.9,150.3,146.81,1233775,181132747.4,-,652469,52.88,,,114.2966667,98.203,86.107,70.26075
1299,UTIBANK,EQ,5-Jan-04,150.3,152.7,154.9,142,143.15,143.55,148.06,570378,84449197.75,-,352154,61.74,,,116.4916667,99.523,86.785,70.77925
1300,UTIBANK,EQ,6-Jan-04,143.55,143,148.6,141,141.5,142.6,145.45,533829,77646126.45,-,310062,58.08,,,118.7016667,100.887,87.4665,71.294
1301,UTIBANK,EQ,7-Jan-04,142.6,143.65,143.95,138.2,140.2,140.5,140.53,238847,33565724.65,-,117201,49.07,,,120.6816667,102.184,88.129,71.79825
