Symbol,Date,Prev.Close,Open.Price,High.Price,Low.Price,Close.Price,Average.Price,Total.Traded.Quantity,MA30,MA50,MA100,MA200
UTIBANK,23-Aug-02,35.35,35.7,35.75,35.1,35.5,35.33,18758,36.19,37.682,37.855,34.9865
UTIBANK,26-Aug-02,35.5,35.9,36.5,35.5,36.3,36.13,31833,36.05166667,37.589,37.82,35.0335
UTIBANK,27-Aug-02,36.3,37.9,39.25,36,36.35,37.67,160066,35.92,37.478,37.7805,35.08125
UTIBANK,28-Aug-02,36.35,36.4,36.85,35.65,35.8,36.31,86456,35.77666667,37.365,37.737,35.126
UTIBANK,29-Aug-02,35.8,36.6,36.6,35,35,35.15,74417,35.63333333,37.252,37.696,35.16675
UTIBANK,30-Aug-02,35,35.95,35.95,35,35.05,35.12,26238,35.48666667,37.155,37.661,35.2075
UTIBANK,2-Sep-02,35.05,36.5,36.5,35.35,35.55,35.92,40887,35.35333333,37.063,37.635,35.2505
UTIBANK,3-Sep-02,35.55,36.35,36.5,35.2,36.25,35.95,54575,35.285,36.976,37.6205,35.2965
UTIBANK,4-Sep-02,36.25,35.05,36.45,35.05,36.1,35.97,32863,35.265,36.891,37.6015,35.333
UTIBANK,5-Sep-02,36.1,36.45,36.45,35.8,36.1,36.16,24315,35.25166667,36.84,37.587,35.36975
UTIBANK,6-Sep-02,36.1,37,37,35.5,35.75,35.97,39540,35.22666667,36.78,37.5685,35.40425
UTIBANK,9-Sep-02,35.75,36.8,36.8,35.25,35.65,35.64,15166,35.23666667,36.716,37.5465,35.4385
UTIBANK,11-Sep-02,35.65,36.45,36.45,35.5,35.75,35.8,20718,35.28,36.663,37.528,35.47725
UTIBANK,12-Sep-02,35.75,36,36.3,35.8,35.9,35.96,28724,35.33166667,36.616,37.521,35.5155
UTIBANK,13-Sep-02,35.9,36,36,35.6,35.75,35.78,16843,35.38666667,36.554,37.51,35.55475
UTIBANK,16-Sep-02,35.75,35.2,35.95,35,35,35.17,48598,35.40333333,36.479,37.491,35.5925
UTIBANK,17-Sep-02,35,35.45,35.45,35,35.1,35.09,17922,35.39,36.405,37.4705,35.6295
UTIBANK,18-Sep-02,35.1,35.9,35.9,35,35,35.19,26346,35.39,36.315,37.452,35.66425
UTIBANK,19-Sep-02,35,35.75,35.75,35,35.1,35.07,52292,35.39333333,36.193,37.436,35.7025
UTIBANK,20-Sep-02,35.1,35,35.5,34.05,35.4,35.13,70916,35.41333333,36.052,37.423,35.74225
UTIBANK,23-Sep-02,35.4,36.2,36.2,35,35.3,35.16,76890,35.42833333,35.958,37.38,35.78025
UTIBANK,24-Sep-02,35.3,36,36.25,35.15,35.5,35.42,51296,35.43833333,35.859,37.329,35.819
UTIBANK,25-Sep-02,35.5,35.4,35.4,35.05,35.15,35.19,13350,35.445,35.756,37.264,35.8565
UTIBANK,26-Sep-02,35.15,35.15,35.4,35.15,35.25,35.29,26403,35.45333333,35.659,37.214,35.89325
UTIBANK,27-Sep-02,35.25,35.5,36.2,35.3,36.1,35.78,28958,35.48833333,35.595,37.1715,35.93475
UTIBANK,30-Sep-02,36.1,36,37.5,36,36.75,36.76,44775,35.54666667,35.541,37.138,35.98175
UTIBANK,1-Oct-02,36.75,36.85,36.85,36,36.3,36.36,14587,35.6,35.476,37.1,36.0265
UTIBANK,3-Oct-02,36.3,37.45,37.45,35.95,36.15,36.1,14145,35.63666667,35.433,37.0515,36.06975
UTIBANK,4-Oct-02,36.15,36.95,36.95,35.95,36.05,36,16477,35.67666667,35.42,37.0065,36.11475
UTIBANK,7-Oct-02,36.05,37.45,37.45,35.95,35.95,36,45020,35.69666667,35.409,36.973,36.16025
UTIBANK,8-Oct-02,35.95,36.95,36.95,35.95,36.15,36.13,12815,35.71833333,35.402,36.944,36.20825
UTIBANK,9-Oct-02,36.15,36.2,36.45,35.75,36.05,36.06,22654,35.71,35.416,36.9185,36.26175
UTIBANK,10-Oct-02,36.05,36,36.2,35.95,36.05,36,16901,35.7,35.448,36.919,36.31375
UTIBANK,11-Oct-02,36.05,36.05,36.3,36.05,36.05,36.13,12368,35.70833333,35.482,36.948,36.36625
UTIBANK,14-Oct-02,36.05,36.5,36.5,36,36,36.07,12445,35.74166667,35.52,36.97,36.41925
UTIBANK,16-Oct-02,36,37,37,35.95,36,36.04,72095,35.77333333,35.55,36.9795,36.468
UTIBANK,17-Oct-02,36,36.25,36.25,35.95,36,36.01,10512,35.78833333,35.56,36.968,36.5165
UTIBANK,18-Oct-02,36,38,38,35.95,36.1,36.03,36348,35.78333333,35.582,36.9585,36.56675
UTIBANK,21-Oct-02,36.1,37,37,35.9,36.05,35.99,28053,35.78166667,35.603,36.961,36.611
UTIBANK,22-Oct-02,36.05,37.45,37.45,35.95,36,36.02,34951,35.77833333,35.627,36.962,36.655
UTIBANK,23-Oct-02,36,40,40,35.95,36.15,36.12,47186,35.79166667,35.653,36.962,36.69675
UTIBANK,24-Oct-02,36.15,37.3,38.25,36.35,37.85,37.51,206316,35.865,35.706,36.985,36.75
UTIBANK,25-Oct-02,37.85,38.35,38.35,36,36.2,36.46,87529,35.88,35.731,36.979,36.79625
UTIBANK,28-Oct-02,36.2,37,37,35.95,36.05,36.05,27121,35.885,35.752,36.969,36.8415
UTIBANK,29-Oct-02,36.05,36.95,36.95,36.05,36.35,36.35,31411,35.905,35.778,36.953,36.88825
UTIBANK,30-Oct-02,36.35,36.8,36.8,36.15,36.55,36.36,20085,35.95666667,35.809,36.9395,36.92975
UTIBANK,31-Oct-02,36.55,38,38,36,36.1,36.3,36111,35.99,35.837,36.925,36.9685
UTIBANK,1-Nov-02,36.1,35.85,36.6,35.85,36.1,36.31,22451,36.02666667,35.858,36.91,37.00725
UTIBANK,4-Nov-02,36.1,36.05,36.4,36,36.1,36.08,14525,36.06,35.883,36.8885,37.0445
UTIBANK,5-Nov-02,36.1,37,37,36.1,36.5,36.43,53841,36.09666667,35.906,36.8535,37.0845
UTIBANK,7-Nov-02,36.5,38,38,36.15,36.2,36.31,31311,36.12666667,35.92,36.801,37.1205
UTIBANK,8-Nov-02,36.2,37,37,36.15,36.55,36.42,16145,36.16166667,35.925,36.757,37.158
UTIBANK,11-Nov-02,36.55,38,38,36.4,36.75,36.92,28623,36.215,35.933,36.7055,37.195
UTIBANK,12-Nov-02,36.75,37.5,37.5,36.2,36.4,36.55,15364,36.25333333,35.945,36.655,37.2265
UTIBANK,13-Nov-02,36.4,37.45,37.45,36.05,36.25,36.3,11353,36.25833333,35.97,36.611,37.2555
UTIBANK,14-Nov-02,36.25,37.45,37.45,36.1,36.2,36.34,26637,36.24,35.993,36.574,37.2865
UTIBANK,15-Nov-02,36.2,35.55,36.95,35.55,36.15,36.02,72546,36.235,36.005,36.534,37.31875
UTIBANK,18-Nov-02,36.15,40,40,36.1,36.4,36.32,26902,36.24333333,36.008,36.492,37.354
UTIBANK,20-Nov-02,36.4,38,38,36.4,36.6,36.55,20053,36.26166667,36.018,36.4545,37.39025
UTIBANK,21-Nov-02,36.6,37.95,37.95,36.6,37.15,37.02,35913,36.30166667,36.039,36.4395,37.43075
UTIBANK,22-Nov-02,37.15,37.45,38.4,36.7,37.7,37.74,60015,36.35333333,36.078,36.429,37.46425
UTIBANK,25-Nov-02,37.7,37.7,38.45,37.7,38.05,38,77146,36.42,36.126,36.421,37.49575
UTIBANK,26-Nov-02,38.05,38.9,40.5,38.6,39.1,39.36,159095,36.52166667,36.193,36.428,37.523
UTIBANK,27-Nov-02,39.1,39.7,39.9,39,39.05,39.31,95920,36.62166667,36.256,36.436,37.55825
UTIBANK,28-Nov-02,39.05,39,39.8,38.5,38.7,39.03,43375,36.71166667,36.315,36.4345,37.58775
UTIBANK,29-Nov-02,38.7,39.5,39.5,38.05,38.4,38.56,33269,36.79166667,36.383,36.431,37.60375
UTIBANK,2-Dec-02,38.4,38.95,39.4,38.45,38.9,38.96,56265,36.88833333,36.459,36.432,37.61775
UTIBANK,3-Dec-02,38.9,40,40,38.1,38.3,38.52,42912,36.96166667,36.525,36.42,37.629
UTIBANK,4-Dec-02,38.3,39.9,39.9,37.7,38.1,38.07,31622,37.03,36.585,36.389,37.63375
UTIBANK,5-Dec-02,38.1,39.3,39.3,38,38.1,38.39,52182,37.1,36.639,36.3455,37.63125
UTIBANK,6-Dec-02,38.1,40,40.1,38.7,39.4,39.51,185126,37.20833333,36.721,36.3395,37.6205
UTIBANK,9-Dec-02,39.4,35.7,41.25,35.4,39.4,40.04,170727,37.26,36.799,36.329,37.625
UTIBANK,10-Dec-02,39.4,38.6,39.4,38.5,38.85,38.82,43400,37.34833333,36.873,36.3145,37.6215
UTIBANK,11-Dec-02,38.85,39.1,45,38.6,43.3,40.62,1076332,37.59,37.034,36.3465,37.6245
UTIBANK,12-Dec-02,43.3,45,45.15,43,43.7,44.05,646622,37.835,37.186,36.3905,37.62375
UTIBANK,13-Dec-02,43.7,45.5,45.5,43.85,44.45,44.44,276994,38.09833333,37.34,36.4405,37.62325
UTIBANK,16-Dec-02,44.45,48,48,42,44.1,44.11,286426,38.365,37.496,36.486,37.633
UTIBANK,17-Dec-02,44.1,44.8,44.8,42.25,43.7,43.31,175322,38.61833333,37.647,36.54,37.6495
UTIBANK,18-Dec-02,43.7,45,45.8,44.1,45.4,44.87,375053,38.92833333,37.834,36.627,37.6895
UTIBANK,19-Dec-02,45.4,45.9,45.9,43.25,43.8,44.25,185774,39.17166667,37.991,36.7,37.709
UTIBANK,20-Dec-02,43.8,44.65,44.65,43.2,43.8,43.68,87008,39.425,38.144,36.773,37.72925
UTIBANK,23-Dec-02,43.8,45.95,45.95,42.7,43.2,43.6,96731,39.64666667,38.287,36.8515,37.7445
UTIBANK,24-Dec-02,43.2,44,44,42.6,43.55,43.4,127986,39.87333333,38.437,36.9425,37.76125
UTIBANK,26-Dec-02,43.55,44.5,45.9,43.05,43.4,44.37,162377,40.10666667,38.584,37.033,37.77375
UTIBANK,27-Dec-02,43.4,44.45,45,43.65,43.95,44.32,192385,40.36333333,38.743,37.1315,37.79125
UTIBANK,30-Dec-02,43.95,41.1,44.2,40.15,43.6,43.39,110816,40.61,38.895,37.2225,37.81425
UTIBANK,31-Dec-02,43.6,44.4,45.35,43.5,44.6,44.43,149585,40.89166667,39.067,37.3135,37.848
UTIBANK,1-Jan-03,44.6,44.8,44.85,43.25,43.6,43.83,86759,41.13166667,39.217,37.3995,37.876
UTIBANK,2-Jan-03,43.6,44.45,44.45,42.7,42.95,43.36,60153,41.34333333,39.355,37.479,37.89575
UTIBANK,3-Jan-03,42.95,42.75,43.4,41.5,42.05,42.54,69501,41.50666667,39.476,37.5515,37.906
UTIBANK,6-Jan-03,42.05,42.45,42.5,41.7,42,42.07,63343,41.65,39.593,37.623,37.9205
UTIBANK,7-Jan-03,42,42,42.75,41.55,42.05,42.01,55957,41.78333333,39.677,37.6915,37.9405
UTIBANK,8-Jan-03,42.05,42.4,43.3,42.05,42.9,42.55,39097,41.91,39.811,37.771,37.96975
UTIBANK,9-Jan-03,42.9,42.7,43.7,42.7,43.25,43.29,62216,42.05,39.955,37.8535,37.99675
UTIBANK,10-Jan-03,43.25,45,45.5,43.25,44.35,44.52,250007,42.23833333,40.115,37.9465,38.033
UTIBANK,13-Jan-03,44.35,44.5,45.5,44.15,44.35,44.7,162654,42.43666667,40.271,38.04,38.06
UTIBANK,14-Jan-03,44.35,44.9,44.9,43.8,44.2,44.18,84496,42.61333333,40.433,38.135,38.0875
UTIBANK,15-Jan-03,44.2,44.5,45.45,44.3,45.05,44.83,141748,42.83833333,40.612,38.235,38.1135
UTIBANK,16-Jan-03,45.05,45.45,47.8,45.4,46.2,46.87,710266,43.10833333,40.814,38.3485,38.141
UTIBANK,17-Jan-03,46.2,47.25,47.25,44.4,44.6,45.49,271709,43.325,40.976,38.441,38.16375
UTIBANK,20-Jan-03,44.6,44.95,45.3,44.25,44.8,44.83,135570,43.505,41.148,38.534,38.1945
UTIBANK,21-Jan-03,44.8,48.4,48.4,44.45,46.05,45.84,213906,43.72666667,41.338,38.6315,38.22575
UTIBANK,22-Jan-03,46.05,47,47,45.25,45.55,45.98,198798,43.95,41.514,38.7235,38.252
UTIBANK,23-Jan-03,45.55,46.45,47.5,45,46.7,46.51,262443,44.06333333,41.72,38.8325,38.28475
UTIBANK,24-Jan-03,46.7,47.45,47.45,44.35,44.55,45.21,132573,44.09166667,41.886,38.928,38.312
UTIBANK,27-Jan-03,44.55,50,50,42.2,42.4,42.88,95810,44.02333333,42.01,39.0015,38.33125
UTIBANK,28-Jan-03,42.4,44.9,44.9,41.7,42.95,42.56,64618,43.985,42.146,39.0755,38.35525
UTIBANK,29-Jan-03,42.95,50,50,42.05,42.35,43.06,55307,43.94,42.265,39.1365,38.3785
UTIBANK,30-Jan-03,42.35,44.4,44.4,41.05,41.7,42.19,45844,43.81666667,42.367,39.1925,38.397
UTIBANK,31-Jan-03,41.7,44,44,41.2,41.85,41.59,52337,43.75166667,42.461,39.25,38.4185
UTIBANK,3-Feb-03,41.85,44.45,44.45,41.5,42.05,42.21,48601,43.69333333,42.548,39.313,38.44075
UTIBANK,4-Feb-03,42.05,44.15,44.15,41.95,42.15,42.25,58880,43.65833333,42.63,39.378,38.46225
UTIBANK,5-Feb-03,42.15,43.95,43.95,41.55,41.85,41.83,24967,43.60166667,42.685,39.439,38.4835
UTIBANK,6-Feb-03,41.85,43.95,43.95,41.55,42.65,42.19,41992,43.57666667,42.757,39.5065,38.51375
UTIBANK,7-Feb-03,42.65,43.4,43.4,42.15,42.45,42.61,47088,43.52666667,42.832,39.5735,38.54175
UTIBANK,10-Feb-03,42.45,43.45,43.45,41.75,41.9,42.04,41436,43.47,42.902,39.6425,38.56675
UTIBANK,11-Feb-03,41.9,41.2,41.95,40.9,41.05,41.27,39073,43.35166667,42.945,39.702,38.58625
UTIBANK,12-Feb-03,41.05,42,42,40.25,40.75,40.85,33173,43.25666667,42.994,39.7595,38.60575
UTIBANK,14-Feb-03,40.75,43,43,39.2,39.4,39.91,29020,43.13833333,43.02,39.8025,38.61925
UTIBANK,17-Feb-03,39.4,42.9,42.9,40.05,41,40.78,38201,43.10333333,43.078,39.8585,38.64075
UTIBANK,18-Feb-03,41,49,49,40.85,43.65,43.33,200999,43.15833333,43.163,39.942,38.661
UTIBANK,19-Feb-03,43.65,44.25,44.25,42.5,43.2,43.18,74187,43.19666667,43.239,40.019,38.674
UTIBANK,20-Feb-03,43.2,43.95,45,43.7,44.2,44.36,156040,43.24,43.346,40.1095,38.68675
UTIBANK,21-Feb-03,44.2,47.45,47.45,43.35,43.8,43.77,75742,43.25833333,43.356,40.195,38.7045
UTIBANK,24-Feb-03,43.8,50,50,44.25,44.75,44.89,142752,43.27166667,43.377,40.2815,38.7265
UTIBANK,25-Feb-03,44.75,47,47,43.05,43.7,43.76,80089,43.25,43.362,40.351,38.7445
UTIBANK,26-Feb-03,43.7,50,50,42.5,42.7,43.01,50472,43.2,43.334,40.415,38.7575
UTIBANK,27-Feb-03,42.7,43.75,43.75,42.45,43,42.97,44317,43.13166667,43.32,40.4835,38.7675
UTIBANK,28-Feb-03,43,43.8,44.2,42.5,43,43.36,113784,43.025,43.272,40.553,38.77975
UTIBANK,3-Mar-03,43,43.2,44.9,43.2,44.2,44.15,378356,43.01166667,43.28,40.6355,38.80425
UTIBANK,4-Mar-03,44.2,43.7,43.7,42.65,42.8,43.05,85306,42.945,43.26,40.702,38.823
UTIBANK,5-Mar-03,42.8,44.5,44.5,41.8,42,42.05,42983,42.81,43.236,40.7615,38.84
UTIBANK,6-Mar-03,42,43.35,43.35,41.5,41.65,41.79,39437,42.68,43.198,40.8175,38.86825
UTIBANK,7-Mar-03,41.65,41.3,41.35,40.25,40.55,40.67,49542,42.475,43.141,40.8625,38.90525
UTIBANK,10-Mar-03,40.55,40.75,40.75,38.95,39.05,39.44,42927,42.29166667,43.043,40.893,38.9315
UTIBANK,11-Mar-03,39.05,38.8,40,38.1,39.9,39.06,51780,42.20833333,42.969,40.932,38.95575
UTIBANK,12-Mar-03,39.9,40.8,40.85,39.55,39.65,39.93,38524,42.09833333,42.87,40.9685,38.96825
UTIBANK,13-Mar-03,39.65,40.25,40.35,38.5,39.2,39,34213,41.99333333,42.782,40.9995,38.979
UTIBANK,17-Mar-03,39.2,39,41.15,38.5,40.85,39.7,64647,41.965,42.74,41.0475,39.00425
UTIBANK,19-Mar-03,40.85,45,45,39.7,40,40.24,77232,41.90333333,42.699,41.0875,39.02475
UTIBANK,20-Mar-03,40,45,45,39.35,40.5,40.32,57324,41.85166667,42.669,41.131,39.0465
UTIBANK,21-Mar-03,40.5,43.2,43.2,40.45,40.65,40.78,43410,41.80166667,42.641,41.159,39.072
UTIBANK,22-Mar-03,40.65,43.2,43.2,40.65,41,40.91,13420,41.77333333,42.603,41.207,39.093
UTIBANK,24-Mar-03,41,45,45,39.7,39.85,40.16,52868,41.68,42.535,41.245,39.107
UTIBANK,25-Mar-03,39.85,40.95,40.95,39.05,39.65,39.56,24614,41.58666667,42.441,41.278,39.1155
UTIBANK,26-Mar-03,39.65,41.95,41.95,39.55,39.65,39.84,25657,41.51166667,42.347,41.309,39.12425
UTIBANK,27-Mar-03,39.65,41,41,39.15,39.55,39.65,13300,41.46166667,42.254,41.3435,39.13425
UTIBANK,28-Mar-03,39.55,39.6,40.55,39.6,40.1,40.27,38481,41.44,42.155,41.3835,39.14675
UTIBANK,31-Mar-03,40.1,40.1,40.4,39.1,39.3,39.59,29254,41.43666667,42.017,41.4155,39.152
UTIBANK,1-Apr-03,39.3,39.5,40.45,39.5,39.9,39.98,18435,41.4,41.923,41.4495,39.1515
UTIBANK,2-Apr-03,39.9,40,40.85,39.8,40,40.06,152284,41.27833333,41.827,41.4875,39.14425
UTIBANK,3-Apr-03,40,40,40.75,39.75,39.8,39.97,37428,41.165,41.702,41.52,39.1385
UTIBANK,4-Apr-03,39.8,40,40.8,39.75,40.45,40.34,67371,41.04,41.6,41.557,39.13125
UTIBANK,7-Apr-03,40.45,40.9,42.2,40.65,41.3,41.57,102457,40.95666667,41.492,41.606,39.1305
UTIBANK,8-Apr-03,41.3,43.05,43.5,42,43.25,42.94,161656,40.90666667,41.466,41.676,39.1435
UTIBANK,9-Apr-03,43.25,47,47,43.25,43.45,44.19,370651,40.89833333,41.487,41.7485,39.16125
UTIBANK,10-Apr-03,43.45,43.95,43.95,42.4,42.7,42.96,78941,40.89833333,41.482,41.814,39.174
UTIBANK,11-Apr-03,42.7,47,47,41.55,41.8,42.3,48290,40.85833333,41.471,41.868,39.18
UTIBANK,15-Apr-03,41.8,47,47,41.6,42.8,42.42,48393,40.85166667,41.493,41.93,39.19225
UTIBANK,16-Apr-03,42.8,41.55,43.35,41.55,42.95,42.92,31834,40.81,41.515,41.988,39.21375
UTIBANK,17-Apr-03,42.95,45,45,42,42.25,42.18,36923,40.79166667,41.519,42.0335,39.23125
UTIBANK,21-Apr-03,42.25,42.85,44.25,42.3,44.05,43.43,81949,40.86,41.557,42.0935,39.25725
UTIBANK,22-Apr-03,44.05,43.95,44.5,43,43.3,43.5,153078,40.915,41.586,42.1355,39.28175
UTIBANK,23-Apr-03,43.3,50,50,43.6,43.95,43.99,207951,41.02833333,41.612,42.1845,39.31025
UTIBANK,24-Apr-03,43.95,44.9,44.9,43,43.9,43.73,47722,41.19,41.641,42.2365,39.3355
UTIBANK,25-Apr-03,43.9,44.4,44.75,43.6,44.15,44.2,118450,41.33166667,41.686,42.294,39.3625
UTIBANK,28-Apr-03,44.15,45.5,45.95,44.6,44.8,45.21,255514,41.50333333,41.761,42.353,39.3925
UTIBANK,29-Apr-03,44.8,47.95,47.95,41.7,44.1,44.42,144840,41.66666667,41.828,42.411,39.4155
UTIBANK,30-Apr-03,44.1,47,47,44,44.3,44.54,134910,41.78166667,41.926,42.473,39.431
UTIBANK,2-May-03,44.3,45.95,47,44.4,46.6,45.89,218214,42.00166667,42.038,42.558,39.45175
UTIBANK,5-May-03,46.6,47.9,48.3,46.15,46.4,47.34,283200,42.19833333,42.093,42.628,39.48375
UTIBANK,6-May-03,46.4,48,48,46.4,46.95,47.18,405533,42.40833333,42.168,42.7035,39.51625
UTIBANK,7-May-03,46.95,49,49,44,44.85,45.01,343418,42.53666667,42.181,42.7635,39.539
UTIBANK,8-May-03,44.85,44.35,45.25,44.35,44.7,44.96,571410,42.69833333,42.199,42.7775,39.562
UTIBANK,9-May-03,44.7,47.5,47.5,44.25,44.8,44.76,73195,42.87,42.2,42.7885,39.5895
UTIBANK,12-May-03,44.8,44.6,46,44.55,45.8,45.2,156995,43.075,42.242,42.802,39.62125
UTIBANK,13-May-03,45.8,45.5,47,45.5,46.35,46.58,160534,43.30166667,42.315,42.8245,39.65525
UTIBANK,14-May-03,46.35,46.05,46.9,45,45.5,45.84,126586,43.48166667,42.365,42.8425,39.69125
UTIBANK,15-May-03,45.5,45.75,46.9,45.35,46.65,46.15,200081,43.72666667,42.438,42.855,39.741
UTIBANK,16-May-03,46.65,47,47,45.6,45.85,46.16,125600,43.925,42.471,42.8755,39.78775
UTIBANK,19-May-03,45.85,46.5,46.55,45.05,46,46.13,126652,44.125,42.535,42.8975,39.83525
UTIBANK,20-May-03,46,46.3,46.3,45.05,45.5,45.8,79101,44.315,42.605,42.9205,39.886
UTIBANK,21-May-03,45.5,45.75,46.25,45.5,45.65,45.87,83440,44.48833333,42.685,42.9415,39.942
UTIBANK,22-May-03,45.65,45.1,45.95,45,45.6,45.5,79960,44.63166667,42.786,42.9635,39.99825
UTIBANK,23-May-03,45.6,45.9,47,45.9,46.7,46.63,159800,44.74666667,42.939,42.991,40.06125
UTIBANK,26-May-03,46.7,47.2,50.95,46,50.4,49.46,645660,44.97833333,43.149,43.059,40.14075
UTIBANK,27-May-03,50.4,51.8,54.75,51.05,51.85,52.91,772231,45.28333333,43.393,43.1315,40.2225
UTIBANK,28-May-03,51.85,52.5,53,50.5,52.55,51.78,356441,45.64166667,43.66,43.221,40.31025
UTIBANK,29-May-03,52.55,53.5,54,51.65,52.45,52.79,501448,45.96333333,43.892,43.316,40.3975
UTIBANK,30-May-03,52.45,53,54.45,51.3,52.3,53.41,439259,46.275,44.138,43.4185,40.485
UTIBANK,2-Jun-03,52.3,50.05,51.85,48,50.15,50.25,275259,46.53833333,44.331,43.5,40.5615
UTIBANK,3-Jun-03,50.15,50,51.7,50,50.65,50.85,190835,46.75833333,44.531,43.586,40.63875
UTIBANK,4-Jun-03,50.65,51.5,52.15,50.75,51,51.42,155652,47.015,44.731,43.667,40.719
UTIBANK,5-Jun-03,51,51.3,52,49.05,49.55,50.27,192281,47.20166667,44.925,43.73,40.79175
UTIBANK,6-Jun-03,49.55,50.95,50.95,49.65,50.65,50.36,157724,47.42666667,45.145,43.793,40.86975
UTIBANK,9-Jun-03,50.65,49.75,49.95,48,49.6,49.52,127411,47.60833333,45.344,43.8455,40.94275
UTIBANK,10-Jun-03,49.6,48.25,54.25,48.1,51.75,52.37,742982,47.84,45.588,43.921,41.028
UTIBANK,11-Jun-03,51.75,50,55.7,50,51.85,53.26,508739,48.09833333,45.823,43.989,41.112
UTIBANK,12-Jun-03,51.85,52.9,54.6,52,54.15,53.35,571678,48.42666667,46.12,44.0685,41.2085
UTIBANK,13-Jun-03,54.15,54.6,55.75,52.7,53,54.11,416492,48.64,46.382,44.1525,41.29675
UTIBANK,16-Jun-03,53,52.95,53.3,51.25,51.55,51.99,160611,48.81166667,46.613,44.22,41.377
UTIBANK,17-Jun-03,51.55,51.55,52.2,50.25,51.9,51.5,204868,48.97666667,46.855,44.2785,41.455
UTIBANK,18-Jun-03,51.9,52,52.4,50.7,51,51.5,124919,49.18166667,47.066,44.333,41.52825
UTIBANK,19-Jun-03,51,54.9,54.9,50.5,50.8,51.27,118890,49.385,47.256,44.374,41.60325
UTIBANK,20-Jun-03,50.8,51.5,51.9,50.6,50.9,51.21,86808,49.58833333,47.409,44.4375,41.68275
UTIBANK,23-Jun-03,50.9,51.75,51.75,49,49.5,50.14,131216,49.71166667,47.53,44.5085,41.755
UTIBANK,24-Jun-03,49.5,49,49.6,48.6,48.95,49.12,71502,49.79833333,47.655,44.5685,41.822
UTIBANK,25-Jun-03,48.95,49.5,51.7,49.5,49.75,50.07,155938,49.94,47.814,44.6425,41.8895
UTIBANK,26-Jun-03,49.75,51.95,51.95,49.1,49.5,50.04,132662,50.035,47.948,44.7205,41.9565
UTIBANK,27-Jun-03,49.5,49.95,49.95,48.65,48.8,49.12,98767,50.13333333,48.065,44.79,42.02
UTIBANK,30-Jun-03,48.8,48.7,49.9,48.55,48.7,49.09,110325,50.22333333,48.194,44.8565,42.08475
UTIBANK,1-Jul-03,48.7,49.7,49.9,48.1,48.45,48.67,93014,50.32166667,48.282,44.9195,42.14875
UTIBANK,2-Jul-03,48.45,49,49.4,48,48.15,48.63,129851,50.405,48.379,44.9825,42.21075
UTIBANK,3-Jul-03,48.15,48.5,57.8,48.3,57.8,55.95,1127594,50.81166667,48.656,45.134,42.32025
UTIBANK,4-Jul-03,57.8,59.9,59.9,53.55,54.15,55.63,1108914,51.06,48.861,45.251,42.41225
UTIBANK,7-Jul-03,54.15,61,65,54.6,64.3,61.97,2647642,51.52333333,49.264,45.475,42.55875
UTIBANK,8-Jul-03,64.3,65.75,69.5,62.75,63.7,66.6,2301281,51.91833333,49.642,45.7015,42.70175
UTIBANK,9-Jul-03,63.7,70,70,60.1,61.45,64.03,706658,52.215,49.989,45.9085,42.834
UTIBANK,10-Jul-03,61.45,62.25,67.25,62,64.25,64.29,958155,52.60833333,50.388,46.157,42.97975
UTIBANK,11-Jul-03,64.25,65.25,67.8,62.5,65.1,65.99,936551,53.035,50.758,46.398,43.12825
UTIBANK,14-Jul-03,65.1,76.75,76.75,68.1,74.95,73.21,2168083,53.86166667,51.329,46.711,43.3265
UTIBANK,15-Jul-03,74.95,77,77,70.8,72.75,72.64,1421742,54.59833333,51.845,47.0065,43.51275
UTIBANK,16-Jul-03,72.75,73.45,74.85,71.8,74.3,73.98,1010172,55.375,52.434,47.3075,43.7085
UTIBANK,17-Jul-03,74.3,74.7,79,72.3,73.5,76.32,1202113,56.17333333,53.01,47.6045,43.89975
UTIBANK,18-Jul-03,73.5,74,76,71.6,75,74.02,944559,56.985,53.614,47.907,44.09425
UTIBANK,21-Jul-03,75,76,77.3,73.9,74.45,75.24,692790,57.81333333,54.187,48.2145,44.28275
UTIBANK,22-Jul-03,74.45,74.9,75.45,72.5,73.1,73.57,733926,58.525,54.722,48.5185,44.46675
UTIBANK,23-Jul-03,73.1,73.25,74.2,72,73.45,73.37,577318,59.245,55.281,48.823,44.65325
UTIBANK,24-Jul-03,73.45,74.45,75,73.05,73.4,73.85,369453,59.88666667,55.816,49.127,44.84
UTIBANK,25-Jul-03,73.4,72.55,79.9,72.55,78.3,77.83,1952468,60.73,56.465,49.468,45.05175
UTIBANK,28-Jul-03,78.3,79.8,79.9,75.1,75.7,77.5,544940,61.535,57.059,49.797,45.2495
UTIBANK,29-Jul-03,75.7,76.1,82.4,74.35,80.9,78.73,1004373,62.50166667,57.767,50.186,45.47375
UTIBANK,30-Jul-03,80.9,82,83.8,80.5,81.6,82.18,989458,63.52166667,58.486,50.5855,45.7015
UTIBANK,31-Jul-03,81.6,82.7,82.8,80,80.35,81.33,518285,64.50666667,59.181,50.9835,45.923
UTIBANK,1-Aug-03,80.35,81.6,81.65,78.7,80.05,79.7,373405,65.47833333,59.848,51.3935,46.14325
UTIBANK,4-Aug-03,80.05,81,82.9,79.1,82.3,81.38,497075,66.57166667,60.486,51.8175,46.37475
UTIBANK,5-Aug-03,82.3,83,83.25,77.5,78.15,80.14,419413,67.545,61.012,52.2025,46.5855
